,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.65,0.53,0.98,0.89,0.0,0.67,0.5,0.75,0.75
flylegacy.csv,0.46,0.44,0.38,0.43,0.33,0.45,0.44,0.36,0.93,0.58
jguard.csv,0.54,0.92,0.43,0.47,0.49,0.67,0.49,0.41,0.49,0.83
m-a-d-n-e-s-s.csv,0.65,0.78,0.37,0.72,0.41,0.89,0.41,0.62,0.67,0.4
mob-sen-plat.csv,0.66,0.39,0.63,0.66,0.89,0.71,0.75,0.68,0.79,0.62
raygina.csv,0.54,0.88,0.55,0.46,0.55,0.6,0.59,0.59,0.83,0.57
st-filteredstatistics.csv,0.39,0.5,0.35,0.35,0.34,0.38,0.38,0.33,0.39,0.39
upp-mirror.csv,0.54,0.67,0.5,0.79,0.46,0.72,0.54,0.91,0.81,0.65
wishmaster.csv,0.75,0.0,0.88,0.94,0.89,0.94,0.92,0.0,0.0,0.75
yarp.csv,0.52,0.67,0.66,0.99,0.93,0.96,0.89,0.8,0.87,0.64
