,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,1.0,0.95,0.62,0.09,0.91,1.0,1.0,0.95,0.88,0.96
flylegacy.csv,0.67,0.72,0.05,0.73,0.73,0.73,0.85,0.63,0.94,0.64
jguard.csv,0.64,0.87,0.55,0.52,0.54,0.0,0.62,0.62,0.69,0.97
m-a-d-n-e-s-s.csv,0.62,0.83,0.47,0.72,0.57,0.98,0.68,0.76,0.08,0.75
mob-sen-plat.csv,0.88,0.06,0.83,0.87,0.85,0.72,0.64,0.63,0.85,0.61
raygina.csv,0.02,0.9,0.8,0.65,0.74,0.98,0.65,0.68,0.61,0.69
st-filteredstatistics.csv,0.63,0.66,0.84,0.7,0.65,0.73,0.77,0.0,0.55,0.68
upp-mirror.csv,0.54,0.91,0.59,0.59,0.02,0.79,0.71,0.75,0.61,0.81
wishmaster.csv,0.92,1.0,0.89,1.0,0.93,0.93,0.07,1.0,1.0,0.96
yarp.csv,0.67,0.74,0.6,0.88,0.93,0.82,0.83,0.9,0.68,0.0
