,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,1.0,0.52,0.33,0.32,0.8
intact.csv,0.78,0.97,0.07,0.15,0.44
miranda-icq.csv,0.41,0.4,0.93,0.29,0.52
ofbiz.csv,0.52,0.37,0.3,0.16,0.99
roolo.csv,0.04,0.33,0.0,0.97,0.1
