,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.0,0.37,0.44,0.3,0.68
intact.csv,0.64,0.01,0.02,0.14,0.16
miranda-icq.csv,0.29,0.48,0.01,0.43,0.23
ofbiz.csv,0.57,0.42,0.41,0.08,0.01
roolo.csv,0.0,0.07,0.02,0.0,0.15
