,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.36,0.49,0.51,0.65,0.39
intact.csv,0.43,0.7,0.8,0.86,0.68
miranda-icq.csv,0.69,0.55,0.8,0.73,0.49
ofbiz.csv,0.53,0.53,0.44,0.8,0.44
roolo.csv,0.5,0.92,0.67,0.84,0.96
