,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.01,0.5,0.71,0.76,0.69
intact.csv,0.71,0.04,0.96,0.91,0.71
miranda-icq.csv,0.78,0.67,0.1,0.82,0.65
ofbiz.csv,0.84,0.68,0.74,0.9,0.02
roolo.csv,0.98,0.77,1.0,0.05,0.96
