,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.99,0.66,0.46,0.34,0.65
intact.csv,0.59,0.97,0.05,0.12,0.35
miranda-icq.csv,0.31,0.53,0.92,0.33,0.43
ofbiz.csv,0.39,0.49,0.41,0.12,0.98
roolo.csv,0.02,0.27,0.0,0.96,0.06
