,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.6,0.68,0.88,0.56,0.53,0.51,0.49,0.55,0.42,0.76,0.38,0.32,0.45,0.97,0.44,0.42,0.56,0.97,0.49
dxengine.csv,0.6,0.78,0.52,0.54,0.63,0.96,0.87,0.82,0.83,0.95,0.8,0.45,0.93,0.73,0.46,0.0,0.62,0.59,0.52
e-bio-flow.csv,0.86,0.62,0.77,0.6,0.63,0.6,0.5,0.46,0.9,0.85,0.89,0.9,0.48,0.64,0.88,0.39,0.0,0.45,0.56
emono.csv,0.53,0.52,0.56,0.52,0.58,0.48,0.46,0.66,0.44,0.51,0.47,0.34,0.58,0.59,0.42,0.32,0.51,0.55,0.94
freedom-erp.csv,0.56,0.83,0.0,0.52,0.83,0.76,0.89,0.89,0.75,0.67,0.75,0.0,0.67,0.0,0.93,0.35,0.0,0.0,0.5
haggle.csv,0.71,0.44,0.7,0.91,0.86,0.58,0.67,0.69,0.44,0.46,0.5,0.69,0.47,0.93,0.7,0.75,0.83,0.83,0.52
jbpm.csv,0.89,0.77,0.75,0.5,0.83,0.5,0.78,0.8,0.8,0.9,0.67,0.0,0.9,0.67,0.89,0.92,0.0,0.0,0.75
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.83,0.0,0.86,0.0,0.0
jmoney.csv,0.45,0.42,0.35,0.36,0.45,0.35,0.45,0.5,0.42,0.37,0.44,0.4,0.33,0.4,0.94,0.63,0.5,0.43,0.39
jmonkeyengine.csv,0.64,0.48,0.41,0.72,0.56,0.68,0.54,0.58,0.48,0.52,0.67,0.59,0.46,0.45,0.77,0.75,0.59,0.45,0.4
jsidplay2.csv,0.46,0.9,0.94,0.4,0.94,0.39,0.56,0.89,0.91,0.96,0.45,0.41,0.78,0.98,0.51,0.31,0.8,0.94,0.37
log4net.csv,0.5,0.4,0.92,0.73,0.91,0.59,0.72,0.94,0.91,0.9,0.8,0.46,0.51,0.94,0.59,0.54,0.0,0.71,0.41
matrex.csv,0.48,0.93,0.89,0.54,0.53,0.8,0.82,0.94,0.0,0.83,0.88,0.49,0.64,0.8,0.45,0.71,0.0,0.81,0.0
mediate.csv,0.53,0.43,0.55,0.56,0.52,0.48,0.56,0.64,0.54,0.55,0.68,0.44,0.5,0.44,0.47,0.5,0.53,0.61,0.8
piccolo2d.csv,0.6,0.39,0.9,0.5,0.59,0.46,0.56,0.73,0.9,0.46,0.67,0.52,0.47,0.57,0.39,0.41,0.0,0.93,0.5
pustefix.csv,0.53,0.86,0.51,0.83,0.95,0.61,0.63,0.62,0.77,0.88,0.42,0.8,0.74,0.55,0.94,0.93,0.79,0.68,0.45
sblim.csv,0.59,0.92,0.43,0.86,0.66,0.83,0.94,0.89,0.62,0.9,0.8,0.5,0.52,0.46,0.67,0.94,0.8,0.47,0.46
thedata.csv,0.41,0.45,0.42,0.42,0.51,0.49,0.51,0.52,0.46,0.45,0.58,0.37,0.47,0.42,0.4,0.32,0.62,0.5,0.88
tmva.csv,0.37,0.41,0.51,0.36,0.5,0.37,0.41,0.46,0.48,0.49,0.34,0.31,0.41,0.51,0.35,0.31,0.44,0.52,0.34
