,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.78,0.57,0.74,0.76,1.0,0.77,0.75,0.81,0.91,0.81,0.94,1.0,0.76,0.85,0.97,0.88,1.11,0.81,0.75
dxengine.csv,0.56,0.71,0.44,0.98,0.41,0.96,1.04,0.81,0.96,0.88,0.95,0.88,0.86,0.83,0.72,1.0,1.16,0.87,0.82
e-bio-flow.csv,0.91,0.99,0.83,0.67,0.75,0.51,0.72,0.79,0.74,0.85,0.61,0.86,0.41,0.8,0.98,0.61,1.0,0.7,0.79
emono.csv,0.68,0.84,0.83,0.86,0.97,0.86,0.93,0.61,0.94,0.74,0.83,0.93,0.82,0.79,0.82,0.89,1.04,0.56,0.56
freedom-erp.csv,0.36,0.76,0.96,0.63,0.96,0.88,0.8,0.68,0.96,0.97,1.0,1.0,0.65,0.99,0.81,0.42,1.0,1.0,1.0
haggle.csv,0.78,0.89,0.8,0.83,0.86,0.52,0.51,0.69,0.58,0.55,0.66,0.77,0.6,0.93,0.92,0.98,1.0,0.94,0.91
jbpm.csv,0.86,0.89,0.93,0.97,0.91,1.0,0.26,1.0,0.87,0.86,0.89,1.0,0.87,0.98,0.95,0.9,1.0,1.0,0.75
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.96,1.0,0.08,1.0,1.0
jmoney.csv,0.25,0.75,0.47,0.47,0.85,0.59,0.59,0.72,0.64,0.63,0.65,0.57,0.77,0.76,0.81,0.7,1.02,0.81,0.89
jmonkeyengine.csv,0.99,0.94,0.75,1.04,0.53,0.97,0.65,1.01,0.75,0.76,0.47,0.71,0.77,0.97,0.98,1.0,0.82,0.97,0.91
jsidplay2.csv,0.55,0.82,0.92,0.34,0.97,0.86,0.79,0.68,0.88,0.88,0.91,0.64,0.72,0.79,0.48,0.91,1.01,0.84,1.01
log4net.csv,0.33,0.61,0.79,0.76,0.78,0.53,0.76,0.11,0.92,0.92,1.0,0.58,0.67,0.86,0.54,0.68,1.0,0.68,0.9
matrex.csv,0.37,0.71,0.7,0.66,0.38,0.72,0.58,0.35,1.0,0.92,0.95,0.54,0.71,0.97,0.23,0.65,1.0,0.84,1.0
mediate.csv,0.66,0.95,0.67,0.67,0.59,0.57,0.67,0.65,0.73,0.56,0.74,0.53,0.83,0.73,0.85,0.72,0.86,0.7,0.75
piccolo2d.csv,0.41,0.76,0.82,0.65,0.58,0.37,0.6,0.37,0.92,0.74,0.69,0.49,0.62,0.74,0.42,0.52,1.0,0.88,0.82
pustefix.csv,0.86,1.01,0.69,0.92,0.79,0.77,0.53,0.73,0.39,0.78,0.49,0.76,0.69,0.73,0.93,0.92,0.57,0.69,0.98
sblim.csv,0.81,1.02,0.41,0.9,0.21,0.77,0.81,1.0,0.56,0.91,0.83,0.95,0.59,1.01,0.97,0.9,1.0,0.93,0.84
thedata.csv,0.72,0.82,0.57,0.65,0.72,0.85,0.97,0.92,0.82,0.6,0.72,0.84,0.82,0.73,0.74,0.87,1.09,0.67,0.06
tmva.csv,0.72,0.76,0.72,0.81,1.05,0.95,0.95,0.7,0.91,0.7,0.87,0.93,0.93,0.38,0.92,1.0,1.19,0.6,0.89
