,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.68,0.03,0.54,0.06,0.43,0.0,0.0,0.25,0.39,0.53,0.18,0.67,0.5,0.08,0.28,0.36,0.91,0.19
exl.csv,0.52,0.2,0.63,0.06,0.39,0.44,0.06,0.2,0.54,0.52,0.16,0.1,0.57,0.18,0.26,0.47,1.0,0.02
ildjit.csv,0.67,0.18,0.57,0.09,0.33,0.22,0.0,0.63,0.2,0.0,0.29,0.67,0.38,0.0,0.28,0.25,0.71,0.06
konversation.csv,0.75,0.38,0.81,0.07,0.55,0.53,0.03,0.07,0.33,0.38,0.54,0.13,0.67,0.26,0.17,0.39,0.83,0.05
ltp.csv,0.81,0.11,0.65,0.04,0.46,0.26,0.0,0.11,0.32,0.48,0.37,0.04,0.62,0.2,0.13,0.35,0.63,0.03
mcmc-jags.csv,0.68,0.17,0.6,0.05,0.52,0.7,0.03,0.25,0.53,0.52,0.41,0.11,0.67,0.36,0.16,0.51,0.8,0.03
micomt.csv,0.7,0.17,0.64,0.08,0.5,0.71,0.03,0.13,0.44,0.63,0.5,0.06,0.69,0.58,0.16,0.48,0.8,0.03
migen.csv,0.72,0.25,0.67,0.08,0.62,0.57,0.14,0.18,0.59,0.0,0.51,0.11,0.74,0.2,0.19,0.67,0.85,0.03
moviesandbox.csv,0.77,0.22,0.7,0.15,0.52,0.75,0.08,0.1,0.53,0.29,0.54,0.08,0.74,0.43,0.08,0.58,0.81,0.03
nebuladevice.csv,0.0,0.06,0.4,0.0,0.27,0.28,0.0,0.0,0.15,0.49,0.14,0.04,0.38,0.14,0.42,0.24,0.6,0.01
opengs.csv,0.69,0.33,0.63,0.05,0.48,0.62,0.04,0.16,0.69,0.65,0.5,0.09,0.75,0.32,0.18,0.68,0.92,0.05
openxava.csv,0.62,0.24,0.61,0.05,0.4,0.29,0.05,0.19,0.4,0.45,0.06,0.21,0.61,0.08,0.24,0.47,1.0,0.02
passwordsafe.csv,0.69,0.23,0.63,0.05,0.59,0.57,0.03,0.15,0.59,0.65,0.55,0.1,0.74,0.37,0.14,0.63,0.8,0.03
phonon-vlc-mplayer.csv,0.69,0.23,0.68,0.08,0.55,1.0,0.06,0.13,0.61,0.67,0.64,0.13,0.79,0.8,0.1,0.78,0.84,0.05
sepgsql.csv,0.77,0.27,0.69,0.11,0.6,0.44,0.12,0.18,0.48,0.8,0.66,0.12,0.86,0.29,0.25,0.7,0.88,0.05
tcl.csv,0.71,0.02,0.44,0.0,0.29,0.18,0.0,0.31,0.42,0.65,0.13,0.07,0.32,0.0,0.18,0.27,0.72,0.01
unflobtactical.csv,0.82,0.2,0.64,0.15,0.52,0.54,0.03,0.2,0.42,0.75,0.56,0.04,0.75,0.42,0.27,0.54,0.83,0.03
