,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.87,0.77,0.89,0.95,0.79,0.75,0.85,0.06,0.68
jicarilla.csv,0.95,0.86,0.0,0.95,1.0,1.0,0.74,0.92,0.98
optalgtoolkit.csv,0.87,0.83,0.99,0.79,0.73,0.05,0.7,0.89,0.64
oscarmcmaster.csv,0.8,0.88,0.8,0.82,0.8,0.9,0.95,0.88,0.11
ossim.csv,1.0,1.0,1.0,0.12,1.0,1.0,1.0,1.0,0.98
projectts.csv,0.68,0.63,0.89,0.57,0.66,0.83,0.07,0.61,0.7
sabbu.csv,0.05,0.83,0.89,0.46,0.64,0.8,0.65,0.85,0.66
vxl.csv,0.92,0.03,0.7,0.95,0.86,0.9,0.89,1.0,0.94
zact.csv,0.98,0.97,0.97,1.0,0.0,1.0,1.0,0.94,1.0
