,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.88,0.77,0.98,0.73,0.86,0.88,0.91,0.69,0.91,0.55,0.76,0.91,1.0,0.7,0.86,0.75,0.91,0.31,0.72,0.62
checker-framework.csv,0.85,0.84,0.17,0.55,0.23,0.72,0.74,0.85,0.38,0.17,0.45,0.98,0.13,0.66,1.0,0.54,0.36,0.78,0.39,0.62
customsagetv.csv,0.38,0.3,0.0,0.55,0.55,0.67,0.13,0.46,0.46,0.3,0.32,0.66,0.88,0.34,0.14,0.49,0.47,0.6,0.67,0.53
elvishrayrenderer.csv,0.88,0.35,1.0,1.0,0.64,0.16,0.43,0.54,0.54,0.31,0.45,0.82,0.54,0.81,0.45,0.57,0.55,0.31,0.28,0.74
guineu.csv,0.65,0.73,0.98,0.73,0.82,0.7,0.87,0.46,0.5,0.78,0.92,0.39,0.87,0.34,0.14,0.2,0.47,0.6,0.75,0.53
inkscape.csv,0.65,0.7,1.0,1.0,0.27,0.72,0.61,0.77,0.66,0.16,1.0,0.89,1.0,0.59,1.0,0.45,0.67,0.95,0.92,0.47
mesa3d.csv,0.73,0.24,0.07,0.0,0.5,0.58,0.7,0.15,0.57,0.4,0.32,0.61,0.02,0.78,0.18,0.51,0.58,0.14,0.03,0.53
nsis.csv,0.69,0.64,0.64,0.27,0.5,0.84,0.39,0.69,0.7,0.69,0.82,0.68,0.62,0.26,0.55,0.46,0.71,0.93,0.81,0.68
octave.csv,0.42,0.64,0.17,0.45,0.55,0.47,0.52,0.15,0.54,0.3,0.53,0.2,0.31,0.57,0.77,0.35,0.55,0.27,0.25,0.44
oorexx.csv,0.46,0.28,0.12,0.36,0.68,0.4,0.52,0.46,0.57,0.45,0.11,0.45,0.62,0.21,0.14,0.22,0.6,0.26,0.69,0.62
owfs.csv,0.92,0.8,1.0,0.55,0.82,0.84,0.74,1.0,0.96,0.71,0.71,0.84,0.15,0.83,0.64,0.46,0.96,0.53,0.89,0.91
owlib.csv,0.85,0.69,0.55,0.73,0.73,0.6,0.7,0.62,0.61,0.45,0.58,0.82,0.77,0.64,0.55,0.62,0.62,0.31,0.56,0.74
prelude.csv,0.96,0.98,0.88,1.0,1.0,1.0,0.91,0.92,0.98,0.62,0.92,0.93,0.96,0.86,0.86,0.9,0.96,0.93,0.97,0.88
robocode.csv,0.96,0.62,0.0,0.55,0.68,0.84,0.74,0.85,0.62,0.36,0.34,0.86,0.62,0.61,0.5,0.64,0.6,0.31,0.67,0.56
tencompetence.csv,0.15,0.58,0.6,0.27,0.18,0.16,0.04,0.46,0.0,0.13,0.55,0.23,0.46,0.24,0.18,0.48,0.05,0.83,0.53,0.56
trinitycore.csv,0.23,0.22,0.26,0.36,0.45,0.53,0.22,0.31,0.59,0.23,0.58,0.11,0.38,0.64,0.09,0.51,0.65,0.37,0.33,0.41
uwom-server.csv,0.19,0.32,0.0,0.0,0.5,0.51,0.35,0.77,0.61,0.3,0.55,0.11,0.44,0.47,0.09,0.25,0.6,0.39,0.39,0.5
xfce.csv,0.85,0.68,0.24,0.64,0.55,0.86,0.65,0.77,0.75,0.41,0.5,0.89,0.58,0.67,0.64,0.7,0.69,0.55,0.5,0.59
zengine.csv,1.0,0.92,0.83,0.73,1.0,0.98,1.0,0.85,0.89,0.99,0.84,1.0,0.81,0.71,1.0,0.67,0.89,0.9,0.97,1.0
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.81,0.6,0.64,0.65,0.4,0.46,0.67,0.79
