,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,320.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0
amygdala.csv,0.0,0.0,1.0,5.0,0.0,0.0,2.0,6.0,580.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0
awemud.csv,1.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,140.0,52.0,16.0,0.0,4.0,0.0,0.0,0.0
bullet.csv,3.0,1.0,3.0,18.0,0.0,0.0,5.0,0.0,153.0,52.0,16.0,2.0,31.0,6.0,0.0,0.0
customwars.csv,2.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,288.0,52.0,3.0,0.0,2.0,1.0,0.0,2.0
dvd-create.csv,2.0,3.0,8.0,1.0,0.0,0.0,4.0,4.0,924.0,52.0,19.0,1.0,1.0,5.0,0.0,0.0
gbif-indexingtoolkit.csv,2.0,4.0,0.0,1.0,0.0,2.0,12.0,2.0,1833.0,52.0,19.0,2.0,3.0,1.0,0.0,0.0
go.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,416.0,52.0,17.0,0.0,0.0,0.0,1.0,0.0
gss.csv,0.0,3.0,0.0,7.0,0.0,2.0,0.0,5.0,744.0,52.0,16.0,1.0,49.0,6.0,1.0,0.0
kwave.csv,1.0,4.0,0.0,1.0,0.0,4.0,5.0,3.0,968.0,52.0,16.0,2.0,70.0,1.0,0.0,0.0
lsb.csv,1.0,3.0,0.0,1.0,0.0,2.0,4.0,1.0,783.0,2.0,1.0,6.0,3.0,0.0,0.0,0.0
mpgravity.csv,2.0,0.0,3.0,1.0,0.0,0.0,9.0,2.0,2488.0,0.0,1.0,2.0,367.0,0.0,1.0,0.0
qcad2.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0
qtwin.csv,2.0,123.0,71.0,181.0,91.0,2.0,0.0,5.0,26.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0
roller.csv,1.0,3.0,0.0,1.0,0.0,2.0,10.0,1.0,1543.0,1.0,11.0,2.0,3.0,0.0,0.0,8.0
xinity.csv,2.0,4.0,2.0,1.0,0.0,0.0,12.0,1.0,1699.0,2.0,10.0,4.0,3.0,4.0,0.0,0.0
