,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.5,0.27,0.23,0.16,0.04,0.22,0.75,0.31,0.92,0.38,0.51,0.21,0.77,0.53,0.42,0.35
amygdala.csv,0.58,0.05,0.46,0.54,0.17,0.35,0.52,0.51,0.2,0.35,0.33,0.73,0.29,0.6,0.4,0.46
awemud.csv,0.66,0.7,0.42,0.37,0.6,0.19,0.71,0.61,0.38,0.0,0.51,0.57,0.67,0.7,0.43,0.45
bullet.csv,0.51,0.62,0.44,0.66,0.46,0.76,0.64,0.47,0.38,0.0,0.47,0.61,0.43,0.2,0.44,0.6
customwars.csv,0.63,0.58,0.22,0.63,0.61,0.55,0.53,0.39,0.91,0.0,0.55,0.41,0.75,0.6,0.44,0.65
dvd-create.csv,0.53,0.6,0.45,0.16,0.81,0.67,0.5,0.62,0.61,0.0,0.45,0.73,0.44,0.57,0.55,0.45
gbif-indexingtoolkit.csv,0.61,0.45,0.49,0.05,0.0,0.49,0.42,0.7,0.31,0.0,0.51,0.44,0.35,0.43,0.56,0.2
go.csv,0.63,0.72,0.52,0.31,0.44,0.62,0.75,0.52,0.67,0.0,0.43,0.68,0.76,0.67,0.56,0.7
gss.csv,0.63,0.32,0.58,0.77,0.79,0.57,0.71,0.57,0.83,0.0,0.43,0.58,0.62,0.57,0.0,0.77
kwave.csv,0.66,0.0,0.63,0.0,0.0,0.6,0.66,0.55,0.8,0.0,0.42,0.49,0.53,0.56,0.41,0.66
lsb.csv,0.68,0.51,0.39,0.85,0.48,0.66,0.59,0.49,0.75,0.1,0.39,0.36,0.62,0.51,0.44,0.35
mpgravity.csv,0.54,0.69,0.46,0.3,0.47,0.51,0.27,0.3,0.0,0.7,0.0,0.44,0.0,0.62,0.52,0.0
qcad2.csv,0.4,0.51,0.35,0.42,0.49,0.46,0.77,0.46,0.69,0.55,0.43,0.28,0.67,0.48,0.58,0.69
qtwin.csv,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.47,0.98,0.2,0.39,0.1,0.18,0.45,0.36,0.2
roller.csv,0.67,0.55,0.69,0.05,0.0,0.2,0.44,0.59,0.3,0.45,0.57,0.55,0.32,0.72,0.53,0.45
xinity.csv,0.35,0.09,0.43,0.0,0.35,0.34,0.42,0.48,0.19,0.37,0.52,0.37,0.17,0.39,0.72,0.2
