,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.67,0.75,0.35,0.15,0.61,0.47,0.69,0.54,0.91,0.0,0.53,0.56,0.2,0.56,0.46,0.52
bullet.csv,0.65,0.58,0.42,0.58,0.45,0.73,0.59,0.39,0.83,0.0,0.46,0.42,0.6,0.23,0.44,0.51
customwars.csv,0.58,0.45,0.22,0.53,0.35,0.55,0.5,0.31,0.8,0.0,0.45,0.49,0.65,0.39,0.32,0.56
dvd-create.csv,0.5,0.61,0.46,0.16,0.82,0.66,0.52,0.65,0.61,0.1,0.37,0.57,0.67,0.55,0.37,0.61
gbif-indexingtoolkit.csv,0.53,0.57,0.5,0.05,0.48,0.38,0.48,0.58,0.46,0.0,0.54,0.47,0.0,0.57,0.53,0.26
go.csv,0.66,0.74,0.48,0.33,0.4,0.51,0.75,0.57,0.65,0.0,0.55,0.62,0.61,0.55,0.72,0.7
growl-for-windows.csv,0.71,0.0,0.35,0.0,0.01,0.0,0.69,0.51,0.0,0.0,0.17,0.48,0.6,0.15,0.72,0.22
gss.csv,0.66,0.69,0.58,0.63,0.65,0.6,0.7,0.5,0.87,0.0,0.27,0.4,0.73,0.57,0.49,0.58
kwave.csv,0.63,0.0,0.48,0.0,0.0,0.55,0.58,0.61,0.75,0.29,0.38,0.47,0.65,0.63,0.42,0.0
libarchive.csv,0.67,0.72,0.49,0.26,0.57,0.67,0.69,0.24,0.74,0.45,0.21,0.17,0.42,0.52,0.48,0.67
linux-ntfs.csv,0.55,0.59,0.46,0.6,0.63,0.66,0.55,0.53,0.2,0.56,0.64,0.52,0.74,0.62,0.41,0.62
lsb.csv,0.66,0.49,0.37,0.71,0.48,0.65,0.53,0.48,0.81,0.0,0.41,0.44,0.35,0.67,0.58,0.62
mpgravity.csv,0.5,0.73,0.44,0.3,0.47,0.47,0.17,0.24,0.0,0.76,0.0,0.46,0.0,0.27,0.63,0.46
qcad2.csv,0.55,0.51,0.23,0.42,0.37,0.47,0.79,0.54,0.79,0.2,0.49,0.6,0.63,0.6,0.64,0.74
qtwin.csv,0.11,0.0,0.0,0.0,0.0,0.05,0.1,0.47,0.98,0.2,0.33,0.36,0.2,0.42,0.07,0.0
xinity.csv,0.44,0.0,0.29,0.0,0.24,0.34,0.38,0.39,0.48,0.2,0.62,0.74,0.21,0.49,0.59,0.05
