,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.4,0.46,0.49,0.47,0.62,0.6,0.63,0.99
cornerstone.csv,0.65,0.43,0.52,0.96,0.53,0.56,0.7,0.68
frogatto.csv,0.62,0.46,0.56,0.56,0.59,0.73,1.0,0.72
novembre.csv,0.23,0.97,0.25,0.31,0.42,0.49,0.48,0.63
ns-3.csv,0.98,0.44,0.55,0.49,0.8,0.72,0.61,0.7
open-beos.csv,0.57,0.34,0.96,0.55,0.7,0.72,0.49,0.6
planeshift.csv,0.69,0.47,0.58,0.57,0.99,0.79,0.64,0.7
sbml.csv,0.67,0.44,0.6,0.67,0.81,0.99,0.72,0.68
