,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.07,0.0,0.06,0.16,0.14,0.0,0.0,0.05,0.08,0.0
flylegacy.csv,0.55,0.81,0.87,0.26,0.66,0.52,0.33,0.83,0.47,0.47
jguard.csv,0.57,0.51,0.74,0.27,0.69,0.57,0.34,0.86,0.47,0.43
m-a-d-n-e-s-s.csv,0.36,0.06,0.35,0.12,0.14,0.0,0.0,0.27,0.7,0.25
mob-sen-plat.csv,0.54,0.84,0.8,0.23,0.71,0.45,0.31,0.74,0.55,0.53
raygina.csv,0.52,0.0,0.58,0.21,0.06,0.24,0.21,0.14,0.27,0.21
st-filteredstatistics.csv,0.53,0.75,0.77,0.28,0.71,0.43,0.3,0.83,0.46,0.53
upp-mirror.csv,0.36,0.26,0.74,0.34,0.76,0.48,0.2,0.68,0.56,0.53
wishmaster.csv,0.07,0.0,0.41,0.17,0.31,0.16,0.3,0.13,0.16,0.27
yarp.csv,0.24,0.06,0.44,0.23,0.06,0.15,0.34,0.25,0.33,0.57
