,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.58,0.36,0.53,0.67,0.42,0.34,0.64
flexpay.csv,0.26,0.54,0.47,0.14,0.06,0.51,0.36
modellus.csv,0.28,0.54,0.57,0.38,0.48,0.77,0.75
open-data-kit.csv,0.51,0.79,0.85,0.95,0.48,0.93,0.79
phet.csv,0.58,0.5,0.15,0.38,0.32,0.24,0.54
qtractor.csv,0.36,0.68,0.61,0.57,0.58,0.77,0.75
sumatrapdf.csv,0.96,0.89,1.0,0.95,0.77,0.9,0.91
