,f1,g,recall,precision,pf,wins
array4j.csv,0.185,0.345,0.46499999999999997,0.175,0.5800000000000001,1
chaosrts.csv,0.33999999999999997,0.5,0.56,0.265,0.36,14
dxengine.csv,0.195,0.245,0.21000000000000002,0.18,0.22999999999999998,2
e-bio-flow.csv,0.36,0.375,0.33,0.27,0.215,9
jbpm.csv,0.14500000000000002,0.12,0.1,0.31,0.06,3
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0
jmoney.csv,0.355,0.52,0.485,0.28,0.28500000000000003,15
jmonkeyengine.csv,0.245,0.46,0.6599999999999999,0.175,0.72,6
joustsim.csv,0.315,0.455,0.605,0.215,0.45,10
jsidplay2.csv,0.275,0.43,0.6950000000000001,0.195,0.515,8
log4net.csv,0.26,0.35,0.31,0.28500000000000003,0.18,7
piccolo2d.csv,0.34,0.395,0.355,0.32999999999999996,0.195,13
reaper3d.csv,0.26,0.38,0.38,0.24000000000000002,0.45,5
sblim.csv,0.32499999999999996,0.475,0.44,0.305,0.325,12
thedata.csv,0.375,0.535,0.715,0.25,0.67,11
tmva.csv,0.31,0.16999999999999998,0.97,0.18,0.885,4
