,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.89,0.54,0.84,0.87,1.01,0.85,0.85,0.83,0.91,0.76,0.9,0.77,0.89,1.09,0.97,0.77
chaosrts.csv,0.69,0.69,0.8,0.76,0.85,0.64,0.54,0.5,0.61,0.65,0.48,0.47,0.68,1.04,0.29,0.97
dxengine.csv,0.56,0.84,0.42,0.89,0.37,0.94,0.97,1.04,1.0,0.83,0.85,0.77,0.65,1.02,0.94,0.89
e-bio-flow.csv,0.88,0.98,0.69,0.63,0.59,0.47,0.68,0.8,0.67,0.39,0.75,0.64,0.55,1.0,0.79,0.78
jbpm.csv,0.86,0.89,0.89,0.95,0.91,1.0,0.28,1.0,0.84,0.81,0.97,0.92,1.0,1.0,0.81,0.75
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0,1.0
jmoney.csv,0.21,0.69,0.47,0.58,0.54,0.52,0.47,1.04,0.74,0.55,0.7,0.46,0.6,1.01,0.59,0.79
jmonkeyengine.csv,0.91,0.96,0.79,0.95,0.6,0.97,0.69,1.03,0.43,0.77,0.98,0.86,0.79,0.71,0.68,0.86
joustsim.csv,0.97,0.84,0.64,0.78,0.83,0.81,0.51,0.89,0.63,0.67,0.94,0.15,0.86,0.53,0.83,0.27
jsidplay2.csv,0.58,0.56,0.82,0.25,0.89,0.95,0.82,0.6,0.85,0.66,0.67,0.95,0.8,1.07,0.86,0.92
log4net.csv,0.4,0.65,0.83,0.76,0.82,0.49,0.75,0.13,1.0,0.67,0.87,0.38,0.64,1.0,0.72,0.88
piccolo2d.csv,0.6,0.76,0.78,0.71,0.54,0.33,0.67,0.38,0.7,0.57,0.74,0.74,1.0,1.0,0.7,0.8
reaper3d.csv,0.58,0.82,0.5,0.63,0.57,0.79,1.0,0.8,0.83,0.72,0.83,0.85,0.4,1.02,1.0,0.75
sblim.csv,0.58,0.83,0.53,0.98,0.27,0.61,0.52,1.07,0.76,0.65,0.83,0.58,1.01,0.59,0.71,0.89
thedata.csv,0.71,0.78,0.59,0.66,0.66,0.82,1.0,0.74,0.78,0.81,0.73,0.74,0.81,1.11,0.92,0.08
tmva.csv,0.71,0.88,0.73,1.0,1.09,1.0,0.98,0.79,1.0,0.91,0.38,1.0,0.61,1.25,1.0,1.0
