,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.31,0.26,0.48,0.18,0.0,0.37,0.49,0.26,0.28,0.6,0.11,0.51,0.4,0.7,0.61
atlc.csv,0.52,0.34,0.5,0.6,0.81,0.57,0.54,0.6,0.33,0.4,0.28,0.64,0.0,0.66,0.47
ipfilter.csv,0.34,0.53,0.59,0.31,0.36,0.49,0.53,0.68,0.0,0.53,0.09,0.64,0.0,0.53,0.91
liferea.csv,0.68,0.64,0.64,0.69,0.28,0.24,0.49,0.43,0.21,0.56,0.34,0.51,0.56,0.23,0.53
miranda-icq.csv,0.45,0.57,0.7,0.0,0.0,0.3,0.28,0.32,0.36,0.51,0.05,0.65,0.0,0.61,0.55
opensim4opencog.csv,0.78,0.69,0.72,0.73,0.34,0.36,0.68,0.6,0.27,0.54,0.34,0.55,0.64,0.52,0.46
pclasses.csv,0.82,0.46,0.09,0.0,0.0,0.0,0.13,0.51,0.0,0.1,0.05,0.0,0.27,0.36,0.02
pfaedit.csv,0.11,0.6,0.57,0.18,0.0,0.65,0.8,0.26,0.07,0.67,0.2,0.0,0.44,0.37,0.0
psrchive.csv,0.31,0.37,0.85,0.44,0.0,0.37,0.47,0.51,0.0,0.56,0.57,0.37,0.66,0.37,0.4
theresa.csv,0.21,0.66,0.65,0.5,0.34,0.94,0.71,0.3,0.0,0.47,0.58,0.41,0.57,0.42,0.48
thrust.csv,0.0,0.18,0.09,0.18,0.39,0.0,0.42,0.29,0.75,0.17,0.39,0.34,0.13,0.58,0.37
tktoolkit.csv,0.46,0.41,0.7,0.42,0.49,0.56,0.74,0.59,0.58,0.55,0.64,0.13,0.0,0.68,0.0
tzod.csv,0.11,0.7,0.46,0.72,0.46,0.36,0.57,0.42,0.39,0.44,0.51,0.54,0.34,0.44,0.38
yaprm.csv,0.4,0.42,0.48,0.1,0.0,0.69,0.44,0.39,0.5,0.63,0.55,0.23,0.56,0.56,0.18
