,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.29,0.34,0.41,0.27,0.0,0.12,0.57,0.21,0.3,0.59,0.13,0.42,0.52,0.58,0.69
atlc.csv,0.24,0.36,0.25,0.38,0.83,0.11,0.63,0.23,0.42,0.4,0.2,0.45,0.75,0.36,0.57
ipfilter.csv,0.23,0.46,0.28,0.32,0.53,0.12,0.68,0.27,0.42,0.53,0.22,0.45,0.92,0.33,0.93
liferea.csv,0.34,0.57,0.31,0.5,0.34,0.11,0.54,0.26,0.17,0.55,0.17,0.42,0.67,0.16,0.61
miranda-icq.csv,0.21,0.47,0.35,0.37,0.74,0.12,0.34,0.22,0.24,0.51,0.06,0.49,0.86,0.33,0.63
opensim4opencog.csv,0.41,0.61,0.36,0.5,0.45,0.12,0.72,0.33,0.2,0.59,0.16,0.44,0.74,0.31,0.56
pclasses.csv,0.58,0.39,0.12,0.0,0.0,0.0,0.18,0.25,0.0,0.13,0.08,0.0,0.38,0.22,0.04
pfaedit.csv,0.11,0.6,0.3,0.24,0.0,0.16,0.83,0.23,0.11,0.65,0.24,0.0,0.56,0.31,0.0
psrchive.csv,0.21,0.4,0.59,0.31,0.73,0.1,0.53,0.2,0.0,0.55,0.23,0.41,0.76,0.29,0.64
theresa.csv,0.13,0.57,0.41,0.43,0.44,0.33,0.74,0.21,0.0,0.51,0.23,0.31,0.68,0.34,0.56
thrust.csv,0.0,0.19,0.08,0.12,0.42,0.0,0.47,0.11,0.55,0.19,0.2,0.23,0.19,0.34,0.45
tktoolkit.csv,0.23,0.56,0.34,0.35,0.56,0.11,0.77,0.23,0.42,0.56,0.42,0.41,0.85,0.37,0.81
tzod.csv,0.11,0.63,0.27,0.48,0.55,0.07,0.62,0.2,0.33,0.45,0.19,0.38,0.44,0.32,0.46
yaprm.csv,0.25,0.48,0.36,0.12,0.0,0.24,0.53,0.26,0.39,0.64,0.22,0.27,0.67,0.39,0.26
