,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.27,0.22,0.43,0.15,0.0,0.33,0.44,0.22,0.24,0.65,0.09,0.48,0.35,0.67,0.57
atlc.csv,0.55,0.3,0.5,0.77,0.83,0.67,0.67,0.65,0.94,0.38,0.78,0.69,0.6,0.83,0.43
ipfilter.csv,0.73,0.52,0.71,0.77,0.59,1.0,0.78,0.83,1.0,0.54,0.96,0.87,0.86,0.9,0.93
liferea.csv,0.91,0.63,0.71,0.69,0.24,1.0,0.46,0.39,0.18,0.59,0.3,0.48,0.5,0.2,0.5
miranda-icq.csv,0.45,0.63,0.79,1.0,1.0,1.0,0.24,0.91,0.35,0.51,0.04,0.65,0.77,0.67,0.54
opensim4opencog.csv,0.91,0.7,0.79,0.77,0.29,1.0,0.72,0.57,0.24,0.73,0.3,0.52,0.59,0.5,0.43
pclasses.csv,0.82,0.44,0.07,0.0,0.0,0.0,0.11,0.48,0.0,0.08,0.04,0.0,0.23,0.33,0.02
pfaedit.csv,0.09,0.56,0.57,0.15,0.0,0.67,0.81,0.22,0.06,0.76,0.17,0.0,0.39,0.33,0.0
psrchive.csv,0.27,0.33,0.86,0.69,0.98,0.33,0.52,0.52,0.0,0.57,0.74,0.92,0.61,0.33,0.63
theresa.csv,0.18,0.67,0.64,0.46,0.29,1.0,0.72,0.26,0.0,0.43,0.7,0.38,0.51,0.37,0.48
thrust.csv,0.0,0.15,0.07,0.15,0.37,0.0,0.39,0.26,0.82,0.14,0.35,0.31,0.11,0.57,0.33
tktoolkit.csv,0.45,1.0,0.86,0.85,0.44,0.67,0.81,0.78,0.59,0.65,0.61,0.98,0.75,0.87,0.96
tzod.csv,0.09,0.7,0.43,0.77,0.41,0.33,0.57,0.39,0.35,0.41,0.61,0.54,0.29,0.4,0.35
yaprm.csv,0.36,0.37,0.43,0.08,0.0,0.67,0.39,0.35,0.47,0.62,0.57,0.19,0.5,0.53,0.15
