,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,1.0,0.4,0.47,0.83,0.57,0.08,0.42
freebios.csv,0.68,0.24,1.0,0.75,0.41,0.02,0.23
k3b.csv,0.74,0.47,0.5,1.0,0.52,0.09,0.49
loki-lib.csv,0.72,0.44,0.5,0.83,0.5,0.06,0.93
powerfolder.csv,0.0,0.0,0.0,1.0,0.0,1.0,0.0
quarkplusplus.csv,0.79,0.23,0.5,0.84,1.0,0.12,0.44
tzod.csv,0.82,1.0,0.62,0.77,0.55,0.12,0.65
