,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.01,0.67,0.77,0.56,0.69,0.44,0.7
freebios.csv,0.83,0.88,0.0,0.73,0.75,0.86,0.95
k3b.csv,0.67,0.57,0.77,0.05,0.58,0.4,0.57
loki-lib.csv,0.74,0.58,0.71,0.51,0.69,0.52,0.14
powerfolder.csv,1.0,1.0,1.0,0.98,1.0,0.0,1.0
quarkplusplus.csv,0.73,0.88,0.84,0.66,0.0,0.29,0.69
tzod.csv,0.56,0.0,0.8,0.7,0.61,0.31,0.63
