,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.44,0.38,0.59,0.49,0.57,0.51,0.5
freebios.csv,0.96,0.7,0.61,0.92,0.79,0.85,0.72
k3b.csv,0.39,0.47,0.57,0.44,0.52,0.52,0.49
loki-lib.csv,0.48,0.42,0.45,0.49,0.5,0.5,0.56
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.8,0.0
quarkplusplus.csv,0.62,0.73,0.89,0.56,0.67,0.65,0.68
tzod.csv,0.44,0.56,0.88,0.54,0.4,0.61,0.65
