,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.99,0.51,0.37,0.62,0.42,0.14,0.4
freebios.csv,0.33,0.27,1.0,0.44,0.48,0.04,0.26
k3b.csv,0.66,0.51,0.36,0.97,0.6,0.16,0.53
loki-lib.csv,0.66,0.56,0.56,0.69,0.43,0.12,0.89
powerfolder.csv,0.0,0.0,0.0,0.03,0.0,1.0,0.0
quarkplusplus.csv,0.43,0.23,0.27,0.51,1.0,0.22,0.41
tzod.csv,0.64,1.0,0.31,0.48,0.5,0.21,0.48
