,f1,g,recall,precision,pf,wins
alembik.csv,0.425,0.33999999999999997,0.29500000000000004,0.63,0.22,5
arsenal-1.csv,0.345,0.26,0.25,0.69,0.28,1
barracudamvc.csv,0.615,0.385,0.92,0.455,0.885,6
irplus.csv,0.58,0.55,0.6000000000000001,0.575,0.41,9
lite.csv,0.445,0.385,0.405,0.55,0.22499999999999998,7
mevenide.csv,0.25,0.195,0.165,0.64,0.14500000000000002,0
ontopia.csv,0.48,0.475,0.655,0.405,0.6950000000000001,3
openintents.csv,0.5,0.345,0.485,0.515,0.545,2
ta3d.csv,0.32999999999999996,0.28,0.245,0.66,0.14500000000000002,4
tweetsharp.csv,0.555,0.515,0.605,0.515,0.5,8
