,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.47,0.71,0.31,0.34,0.28,0.63,0.43,0.12,0.5,0.31,0.2,0.73,0.25
bdbbasic.csv,0.47,1.0,0.32,0.36,0.74,0.65,0.67,0.11,0.0,0.37,0.25,0.73,0.26
foursquared.csv,0.11,0.0,0.46,0.78,0.0,0.89,0.0,0.5,0.0,0.0,0.67,0.9,0.83
impala.csv,0.62,0.0,0.16,0.17,1.0,0.45,0.0,0.57,0.0,0.5,0.0,0.68,0.19
jicarilla.csv,0.91,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0
ng4j.csv,0.0,0.0,0.37,0.53,0.0,0.93,0.0,0.29,0.0,0.0,0.38,0.71,0.73
open-data-kit.csv,0.12,0.9,0.35,0.35,0.33,0.87,0.52,0.1,0.66,0.35,0.28,0.72,0.31
pentahoanalysistool.csv,0.25,0.0,0.83,0.71,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.5,0.33
tradelink.csv,0.38,1.0,0.35,0.6,0.8,0.79,0.5,0.12,0.0,0.0,0.64,0.0,0.31
turbotrader-bos.csv,0.39,0.69,0.31,0.35,0.28,0.68,0.54,0.12,0.76,0.32,0.2,0.73,0.26
ultimairis.csv,0.47,0.76,0.31,0.34,0.32,0.63,0.52,0.12,0.0,0.77,0.2,0.73,0.25
wikipediardware.csv,0.47,0.67,0.31,0.34,0.28,0.63,0.42,0.12,0.33,0.31,0.2,0.87,0.25
yafdotnet.csv,0.21,0.77,0.38,0.38,0.55,0.75,0.73,0.08,0.66,0.39,0.21,1.0,0.3
