,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.0,0.61,0.0,0.0,0.0,0.0,0.27,0.0,0.72,0.0,0.0,0.0,0.0
bdbbasic.csv,0.0,0.07,0.09,0.27,0.77,0.27,0.27,0.32,0.0,0.42,0.66,0.0,0.21
foursquared.csv,0.04,0.0,0.66,0.77,0.0,0.13,0.0,0.1,0.0,0.0,0.25,0.28,0.29
impala.csv,0.76,0.0,0.28,0.05,0.06,0.23,0.0,0.19,0.0,0.02,0.0,0.0,0.42
jicarilla.csv,0.94,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
ng4j.csv,0.0,0.0,0.63,0.73,0.0,0.38,0.0,0.1,0.0,0.0,0.19,0.26,0.6
open-data-kit.csv,0.11,0.41,0.5,0.17,0.6,0.86,0.7,0.47,0.55,0.62,0.69,0.26,0.66
pentahoanalysistool.csv,0.04,0.0,0.77,0.25,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.06,0.06
tradelink.csv,0.33,0.04,0.59,0.15,0.25,0.49,0.04,0.19,0.0,0.0,0.42,0.0,0.29
turbotrader-bos.csv,0.27,0.47,0.0,0.09,0.0,0.55,0.63,0.09,0.65,0.21,0.17,0.0,0.21
ultimairis.csv,0.0,0.58,0.0,0.0,0.61,0.0,0.37,0.05,0.0,0.62,0.52,0.0,0.0
wikipediardware.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0
yafdotnet.csv,0.14,0.24,0.64,0.5,0.62,0.62,0.67,0.4,0.19,0.48,0.58,0.42,0.61
