,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,1.0,0.88,1.0,1.0,1.0,1.0,0.99,1.0,0.75,1.0,1.0,1.0,1.0
bdbbasic.csv,1.0,0.06,1.0,1.0,0.74,1.0,0.23,0.84,0.0,0.38,0.84,1.0,1.0
foursquared.csv,0.03,0.0,0.67,0.75,0.0,0.11,0.0,0.08,0.0,0.0,0.21,0.24,0.25
impala.csv,0.85,0.0,0.26,0.04,0.05,0.2,0.0,0.16,0.0,0.02,0.0,0.79,0.45
jicarilla.csv,0.94,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
ng4j.csv,0.0,0.0,0.7,0.75,0.0,0.33,0.0,0.08,0.0,0.0,0.16,0.84,0.55
open-data-kit.csv,0.09,0.36,0.96,1.0,0.95,0.88,0.79,0.56,0.5,0.85,0.74,0.87,0.9
pentahoanalysistool.csv,0.03,0.0,0.74,0.21,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05,0.05
tradelink.csv,0.3,0.03,0.63,0.12,0.21,0.45,0.03,0.16,0.0,0.0,0.37,0.0,0.25
turbotrader-bos.csv,0.67,0.92,1.0,1.0,1.0,0.97,0.64,0.96,0.61,1.0,1.0,1.0,1.0
ultimairis.csv,1.0,0.56,1.0,1.0,0.89,1.0,0.33,1.0,0.0,0.57,0.79,1.0,1.0
wikipediardware.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87,1.0
yafdotnet.csv,0.12,0.2,0.7,0.96,0.58,0.62,0.64,0.4,0.16,0.45,0.63,0.37,0.65
