,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.64,0.78,0.48,0.51,0.44,0.78,0.6,0.21,0.6,0.47,0.33,0.84,0.4
bdbbasic.csv,0.64,0.11,0.48,0.53,0.74,0.79,0.34,0.2,0.0,0.37,0.38,0.84,0.42
foursquared.csv,0.05,0.0,0.55,0.77,0.0,0.19,0.0,0.14,0.0,0.0,0.32,0.38,0.38
impala.csv,0.72,0.0,0.2,0.07,0.1,0.28,0.0,0.25,0.0,0.04,0.0,0.73,0.26
jicarilla.csv,0.93,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0
ng4j.csv,0.0,0.0,0.48,0.62,0.0,0.49,0.0,0.12,0.0,0.0,0.22,0.77,0.63
open-data-kit.csv,0.1,0.52,0.51,0.52,0.49,0.88,0.63,0.16,0.57,0.5,0.41,0.79,0.46
pentahoanalysistool.csv,0.05,0.0,0.78,0.32,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.09
tradelink.csv,0.34,0.06,0.45,0.21,0.33,0.57,0.06,0.14,0.0,0.0,0.47,0.0,0.28
turbotrader-bos.csv,0.49,0.79,0.48,0.52,0.44,0.8,0.59,0.21,0.68,0.49,0.34,0.84,0.42
ultimairis.csv,0.64,0.64,0.48,0.51,0.47,0.78,0.4,0.22,0.0,0.66,0.32,0.84,0.4
wikipediardware.csv,0.64,0.8,0.48,0.51,0.44,0.78,0.59,0.21,0.5,0.47,0.33,0.87,0.4
yafdotnet.csv,0.15,0.32,0.49,0.54,0.56,0.68,0.68,0.14,0.26,0.42,0.32,0.54,0.41
