,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,1.0,0.73,1.0,1.0,1.0,1.0,0.93,1.0,0.37,1.0,1.0,1.0,1.0
bdbbasic.csv,1.0,0.0,0.98,0.93,0.1,0.93,0.08,0.91,0.0,0.3,0.64,1.0,0.95
foursquared.csv,0.22,0.0,0.36,0.11,0.0,0.02,0.0,0.01,0.0,0.0,0.03,0.07,0.02
impala.csv,0.46,0.0,0.63,0.11,0.0,0.41,0.0,0.02,0.0,0.01,0.0,1.0,0.66
jicarilla.csv,0.08,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
ng4j.csv,0.38,0.0,0.56,0.35,0.0,0.05,0.0,0.03,0.0,0.0,0.06,0.93,0.07
open-data-kit.csv,0.62,0.08,0.83,0.96,0.76,0.23,0.51,0.72,0.13,0.7,0.47,0.93,0.68
pentahoanalysistool.csv,0.08,0.0,0.07,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.14,0.03
tradelink.csv,0.43,0.0,0.53,0.04,0.02,0.2,0.02,0.16,0.0,0.03,0.05,0.0,0.19
turbotrader-bos.csv,0.92,0.84,1.0,0.98,1.0,0.8,0.39,0.98,0.1,0.95,0.96,1.0,0.95
ultimairis.csv,1.0,0.35,1.0,1.0,0.73,1.0,0.22,0.99,0.0,0.08,0.78,1.0,1.0
wikipediardware.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,1.0
yafdotnet.csv,0.41,0.12,0.53,0.83,0.18,0.36,0.17,0.59,0.04,0.32,0.57,0.0,0.51
