,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,279.5,890.5,97.5,190.0,99.0,196.0,475.5,89.5,99.0
exordium.csv,90.5,1055.0,97.5,93.5,99.0,97.5,793.0,186.0,97.5
flexpay.csv,568.5,1093.5,96.5,91.5,99.0,97.5,820.5,186.0,98.5
mptvseries.csv,248.5,669.5,97.5,190.0,99.0,95.5,294.0,91.5,96.5
openmsx.csv,951.5,940.0,96.5,289.0,198.0,191.0,184.0,289.0,183.0
qtractor.csv,381.5,671.5,97.5,190.0,99.0,97.5,546.5,186.0,95.5
synergyspace.csv,478.5,722.0,96.5,190.5,198.0,97.5,445.5,91.5,98.5
tango-cs.csv,348.0,923.5,97.5,192.5,99.0,196.0,292.5,186.0,98.5
toped.csv,852.5,1110.0,97.5,192.5,198.0,196.0,292.5,287.0,99.0
