,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,99.0,98.5,89.5,1269.5,99.0,593.0,1067.0,296.0,197.0,95.5,376.0,198.0,99.0,98.5,290.5,98.5
arcallians.csv,99.0,193.0,289.5,1886.0,99.0,593.0,878.0,197.5,195.0,95.5,372.0,198.0,99.0,98.5,388.0,98.5
arianne.csv,97.5,98.5,482.5,8722.5,99.0,494.0,870.5,494.0,98.5,95.5,936.0,297.0,99.0,294.0,193.0,98.5
aztec.csv,93.5,94.5,76.5,254.0,99.0,394.0,385.0,98.5,95.5,95.5,188.0,295.0,98.5,97.5,9.5,95.5
bl-toolkit.csv,99.0,98.5,189.0,7755.0,99.0,593.0,869.0,494.0,197.0,95.5,936.0,297.0,99.0,197.5,388.0,98.5
clamav.csv,99.0,98.5,91.5,6331.5,99.0,197.5,190.0,296.5,197.0,88.5,662.5,196.0,99.0,395.0,291.5,98.5
gnupdate.csv,98.5,584.0,76.5,3431.0,99.0,296.5,287.5,98.5,197.0,183.0,188.0,99.0,99.0,98.5,193.0,98.5
les-indemodables.csv,99.0,98.5,384.0,5417.5,99.0,296.5,285.5,494.0,195.0,95.5,843.5,196.0,99.0,394.0,291.5,98.5
mbse.csv,99.0,98.5,160.0,8950.5,99.0,195.5,190.0,98.5,197.0,368.0,448.5,294.5,99.0,494.0,193.0,416.5
ns-3-dev-def-routing.csv,97.5,94.5,189.0,406.0,99.0,296.0,384.0,494.0,98.5,95.5,838.5,297.0,98.5,97.5,94.5,98.5
openxava.csv,98.5,98.5,182.0,4102.5,89.5,196.5,190.0,98.5,197.0,370.0,467.5,294.5,99.0,98.5,388.0,98.5
phonon-vlc-mplayer.csv,97.5,94.5,89.5,344.0,99.0,98.5,383.0,98.5,197.0,95.5,654.5,198.0,99.0,97.5,192.0,98.5
qgis.csv,99.0,96.5,191.0,2944.5,99.0,1024.0,968.5,0.0,197.0,48.5,0.0,0.0,99.0,197.5,193.0,98.5
vars-redux.csv,99.0,98.5,482.5,4074.0,99.0,1193.0,774.5,494.0,195.0,95.5,375.0,393.0,99.0,196.5,193.0,98.5
xapian.csv,99.0,196.0,482.5,3969.0,99.0,593.0,681.5,494.0,197.0,95.5,845.5,297.0,99.0,494.0,291.5,98.5
yafdotnet.csv,99.0,98.5,185.0,5153.0,189.0,294.0,188.0,197.5,197.0,95.5,178.0,294.5,99.0,395.0,290.5,98.5
