,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.12,0.88,0.68,0.73,0.72,0.73,0.32
fw4spl.csv,0.46,0.64,0.16,0.6,0.44,0.63,0.09
kftpgrabber.csv,0.58,0.0,0.38,0.52,0.0,0.87,0.57
kolmafia.csv,0.88,0.97,0.86,1.0,0.89,1.0,0.72
lazarus-ccr.csv,0.79,0.73,0.68,0.52,0.89,0.83,0.66
mia.csv,0.29,0.24,0.46,0.19,0.56,0.1,0.43
plee-the-bear.csv,0.17,0.76,0.38,0.62,0.39,0.5,0.51
