,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.77,0.45,0.54,0.6,0.91,0.48,0.68,0.82,0.45,0.9,0.75,0.38,0.55,0.83,0.79,0.69
betoffice.csv,0.5,0.85,0.88,0.96,0.67,0.88,0.86,0.64,0.83,0.92,0.76,0.96,0.72,0.89,0.81,0.7
bnetd.csv,0.35,0.33,0.45,0.36,0.41,0.4,0.62,0.41,0.42,0.39,0.49,0.33,0.32,0.41,0.5,0.34
elvishrayrenderer.csv,0.4,0.38,0.79,0.45,0.56,0.44,0.74,0.62,0.58,0.5,0.9,0.38,0.44,0.57,0.64,0.44
emisview.csv,0.75,0.0,0.91,0.5,0.62,0.65,0.9,0.95,0.95,0.0,0.0,0.67,0.58,0.83,0.69,0.5
findbugs.csv,0.6,0.41,0.71,0.78,0.65,0.88,0.94,0.81,0.87,0.71,0.5,0.84,0.67,0.91,0.9,0.71
hazelcast.csv,0.31,0.32,0.44,0.33,0.35,0.31,0.35,0.35,0.34,0.51,0.37,0.31,0.31,0.3,0.39,0.31
jitterbit.csv,0.55,0.45,0.58,0.88,0.52,0.62,0.89,0.95,0.74,0.97,0.58,0.92,0.64,0.65,0.59,0.75
jppf-project.csv,0.37,0.39,0.53,0.4,0.35,0.31,0.44,0.39,0.4,0.5,0.42,0.34,0.32,0.39,0.38,0.37
megasquirtavr.csv,0.34,0.95,0.79,0.47,0.43,0.31,0.51,0.49,0.46,0.93,0.75,0.4,0.37,0.63,0.53,0.64
stajistics.csv,0.59,0.95,0.75,0.43,0.58,0.5,0.91,0.9,0.7,0.68,0.95,0.39,0.48,0.59,0.62,0.53
trackit.csv,0.74,0.56,0.91,0.6,0.64,0.69,0.54,0.79,0.55,0.67,0.46,0.61,0.49,0.49,0.52,0.89
tweetsharp.csv,0.38,0.59,0.65,0.55,0.49,0.39,0.5,0.77,0.59,0.61,0.44,0.59,0.42,0.45,0.47,0.52
wxlua.csv,0.46,0.4,0.56,0.44,0.45,0.93,0.46,0.46,0.65,0.51,0.49,0.67,0.49,0.46,0.49,0.33
x4x.csv,0.4,0.43,0.94,0.67,0.48,0.5,0.46,0.55,0.57,0.88,0.92,0.38,0.53,0.55,0.51,0.74
xharbour.csv,0.35,0.39,0.53,0.45,0.42,0.35,0.39,0.43,0.38,0.52,0.43,0.42,0.34,0.41,0.45,0.39
