,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.92,0.97,0.19,1.0,0.82,0.24,0.68,0.44,0.28,0.8,0.92,0.9,0.38,0.83,0.31,0.85
betoffice.csv,0.5,0.74,0.38,0.17,0.86,0.38,0.71,1.0,0.28,0.92,0.38,0.91,0.36,0.78,0.29,0.6
bnetd.csv,0.82,0.89,0.33,0.43,0.95,0.36,0.5,0.52,0.36,0.94,1.0,0.93,0.36,0.76,0.38,0.66
elvishrayrenderer.csv,0.8,0.86,0.21,0.45,0.8,0.32,0.67,0.45,0.34,0.89,0.62,0.91,0.38,0.68,0.41,1.0
emisview.csv,0.81,0.0,0.18,0.5,0.88,1.0,0.9,0.6,0.49,0.0,0.0,0.87,0.23,0.5,0.54,1.0
findbugs.csv,0.8,0.92,0.14,0.33,0.65,0.47,0.75,0.45,0.43,0.92,0.53,0.96,1.0,0.82,0.17,0.53
hazelcast.csv,0.79,0.87,0.33,0.39,1.0,0.29,0.6,0.51,0.28,0.92,0.61,0.92,0.35,0.72,0.37,0.69
jitterbit.csv,0.8,0.93,0.18,0.41,0.89,0.38,0.78,0.45,0.99,0.87,0.65,1.0,0.59,0.83,0.37,0.69
jppf-project.csv,0.81,0.82,0.22,0.32,0.94,0.32,0.68,0.49,0.21,0.92,0.53,0.99,0.37,0.74,0.38,0.65
megasquirtavr.csv,0.78,0.95,1.0,0.41,0.86,0.31,0.64,0.48,0.36,0.83,0.75,0.93,0.39,0.59,0.32,0.68
stajistics.csv,0.88,0.86,0.25,0.38,0.96,0.35,0.64,0.4,0.37,0.89,0.45,0.88,0.43,0.76,0.94,0.7
trackit.csv,0.84,0.78,0.55,0.26,0.89,0.23,1.0,0.42,0.16,0.93,0.48,0.87,0.4,0.8,0.24,0.72
tweetsharp.csv,0.78,0.83,0.17,0.26,0.85,0.34,0.67,0.58,0.31,0.89,0.56,0.91,0.44,1.0,0.34,0.59
wxlua.csv,0.72,0.82,0.22,0.3,0.83,0.2,0.65,0.51,0.28,0.99,0.46,0.93,0.33,0.71,0.31,0.64
x4x.csv,1.0,0.82,0.33,0.46,0.87,0.28,0.65,0.4,0.22,0.9,0.38,0.92,0.29,0.59,0.31,0.42
xharbour.csv,0.77,0.99,0.28,0.27,0.85,0.31,0.66,0.49,0.27,0.91,0.53,0.93,0.4,0.73,0.31,0.67
