,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.72,0.63,1.01,0.09,0.86,0.8,0.65,0.79,0.79,0.94,0.72,1.02,0.73,0.88,0.71,0.69
betoffice.csv,0.98,0.85,0.85,0.93,0.74,0.87,0.78,0.13,0.74,0.72,0.88,0.81,0.77,0.84,0.77,0.78
bnetd.csv,0.62,0.53,0.49,0.55,0.42,0.63,0.88,0.72,0.55,0.66,0.05,0.76,0.88,0.69,0.58,0.8
elvishrayrenderer.csv,0.66,0.6,0.72,0.51,0.89,0.71,0.68,0.8,0.59,0.94,0.7,0.82,0.71,0.81,0.55,0.0
emisview.csv,0.73,1.0,0.84,0.5,0.69,0.0,0.78,0.75,0.67,1.0,1.0,0.87,0.9,0.95,0.56,0.94
findbugs.csv,0.7,0.53,0.95,0.77,1.08,0.67,0.73,0.79,0.66,0.71,0.71,0.75,0.04,0.8,0.92,0.86
hazelcast.csv,0.84,0.55,0.52,0.68,0.0,1.0,0.88,0.8,0.84,1.0,0.59,1.0,0.91,0.84,0.68,0.67
jitterbit.csv,0.7,0.39,0.91,0.72,0.64,0.67,0.83,0.84,0.06,0.85,0.58,0.87,0.57,0.61,0.6,0.73
jppf-project.csv,0.69,1.0,1.0,1.0,0.35,0.91,0.65,1.0,0.93,1.0,1.0,0.12,0.92,1.0,0.59,1.0
megasquirtavr.csv,0.92,0.79,0.3,0.57,0.81,0.89,0.75,0.82,0.59,0.95,0.92,0.68,0.82,0.96,0.79,0.68
stajistics.csv,0.66,0.81,0.71,0.72,0.59,0.63,0.85,0.92,0.62,0.81,0.83,0.99,0.64,0.66,0.03,0.63
trackit.csv,0.67,0.85,0.7,0.84,0.62,0.83,0.05,0.81,0.94,0.65,0.95,0.94,0.7,0.62,0.87,0.68
tweetsharp.csv,0.85,0.68,0.92,0.89,0.7,0.72,0.69,0.67,0.66,0.86,0.86,0.74,0.67,0.05,0.65,0.83
wxlua.csv,0.98,0.95,0.86,0.9,1.01,0.9,0.8,0.74,0.69,0.13,0.96,0.65,0.82,0.95,0.85,0.77
x4x.csv,0.0,0.9,0.72,0.57,0.66,0.75,0.8,0.85,0.8,0.79,0.88,0.8,0.84,0.91,0.77,0.98
xharbour.csv,1.0,0.05,0.6,0.88,0.9,0.86,0.91,0.85,0.91,0.75,0.94,0.69,0.91,0.88,0.92,0.89
