,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.44,0.53,0.31,0.95,0.27,0.29,0.61,0.38,0.42,0.16,0.43,0.86,0.39,0.21,0.36,0.47
betoffice.csv,0.05,0.46,0.21,0.17,0.47,0.19,0.36,0.93,0.31,0.54,0.32,0.37,0.34,0.27,0.3,0.44
bnetd.csv,0.8,0.91,0.45,0.56,0.76,0.47,0.28,0.61,0.48,0.55,0.97,0.92,0.48,0.71,0.48,0.72
elvishrayrenderer.csv,0.67,0.69,0.31,0.57,0.69,0.44,0.53,0.35,0.43,0.75,0.43,0.78,0.45,0.54,0.49,1.0
emisview.csv,0.45,0.0,0.19,0.54,0.53,1.0,0.35,0.37,0.4,0.0,0.0,0.43,0.22,0.22,0.5,0.11
findbugs.csv,0.52,0.66,0.22,0.3,0.38,0.4,0.42,0.37,0.39,0.56,0.51,0.41,0.98,0.34,0.19,0.35
hazelcast.csv,0.84,0.78,0.43,0.55,1.0,0.45,0.65,0.62,0.43,0.95,0.68,0.93,0.49,0.73,0.53,0.71
jitterbit.csv,0.52,0.81,0.29,0.36,0.59,0.38,0.28,0.28,0.97,0.45,0.57,0.23,0.52,0.58,0.46,0.44
jppf-project.csv,0.82,0.9,0.35,0.49,0.87,0.49,0.68,0.66,0.3,0.96,0.69,0.99,0.52,0.85,0.5,0.79
megasquirtavr.csv,0.85,0.34,0.82,0.5,0.86,0.46,0.67,0.56,0.5,0.42,0.14,0.82,0.53,0.46,0.47,0.54
stajistics.csv,0.51,0.33,0.29,0.53,0.58,0.44,0.27,0.15,0.41,0.62,0.31,0.66,0.53,0.68,0.97,0.66
trackit.csv,0.52,0.66,0.39,0.34,0.6,0.24,0.98,0.36,0.21,0.71,0.58,0.58,0.49,0.83,0.33,0.5
tweetsharp.csv,0.8,0.67,0.27,0.35,0.73,0.48,0.67,0.47,0.42,0.7,0.71,0.61,0.57,0.98,0.43,0.54
wxlua.csv,0.69,0.87,0.34,0.43,0.85,0.16,0.73,0.58,0.37,0.99,0.55,0.62,0.39,0.76,0.46,0.63
x4x.csv,1.0,0.84,0.32,0.48,0.79,0.33,0.73,0.41,0.29,0.66,0.29,0.81,0.32,0.41,0.43,0.3
xharbour.csv,0.85,0.99,0.42,0.38,0.88,0.45,0.78,0.6,0.42,0.71,0.68,0.81,0.56,0.79,0.46,0.8
