,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.61,0.53,0.53,0.21,0.45,0.05,0.09,0.97,0.31,0.29
fritzing.csv,0.58,0.68,0.99,0.52,0.77,0.03,0.12,0.28,0.41,0.49
jlinalg.csv,0.99,0.54,0.64,0.58,0.92,0.02,0.31,0.47,0.61,0.6
knowledge.csv,0.79,0.51,0.65,0.6,0.99,0.02,0.17,0.54,0.6,0.62
massiv.csv,0.0,0.0,0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.6,0.48,0.61,0.54,0.8,0.03,0.25,0.53,0.6,0.97
playerstage.csv,0.44,0.47,0.63,0.98,0.65,0.03,0.16,0.24,0.4,0.53
quarkplusplus.csv,0.77,0.59,0.65,0.62,0.6,0.03,0.19,0.5,1.0,0.38
rtrt-on-gpu.csv,0.21,0.37,0.34,0.31,0.54,0.01,1.0,0.17,0.31,0.4
superwaba.csv,0.42,0.99,0.63,0.6,0.84,0.02,0.18,0.49,0.59,0.58
