,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.88,0.62,0.58,0.44,1.0,0.03,0.08,1.0,0.62,0.71
fritzing.csv,0.85,0.68,0.99,0.6,0.95,0.02,0.14,0.44,0.53,0.82
jlinalg.csv,0.98,0.41,0.49,0.42,0.98,0.01,0.19,0.32,0.45,0.52
knowledge.csv,0.94,0.45,0.57,0.46,1.0,0.01,0.11,0.38,0.49,0.54
massiv.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.96,0.47,0.6,0.46,0.98,0.01,0.18,0.42,0.61,1.0
playerstage.csv,1.0,0.52,0.69,1.0,0.97,0.02,0.13,0.31,0.5,0.76
quarkplusplus.csv,0.89,0.59,0.59,0.77,0.96,0.01,0.18,0.41,1.0,0.62
rtrt-on-gpu.csv,1.0,0.37,0.43,0.31,1.0,0.0,1.0,0.2,0.62,0.5
superwaba.csv,0.88,1.0,0.6,0.51,0.94,0.01,0.12,0.33,0.49,0.52
