,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.58,0.76,0.53,0.94,0.72,0.84,0.67,0.63,0.88,0.94
fritzing.csv,0.62,0.56,0.55,0.62,0.38,0.59,0.86,0.89,0.6,0.75
jlinalg.csv,0.49,0.42,0.43,0.38,0.42,0.48,0.5,0.43,0.53,0.53
knowledge.csv,0.42,0.46,0.54,0.41,0.41,0.49,0.51,0.43,0.54,0.54
massiv.csv,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0
multitude.csv,0.39,0.65,0.44,0.48,0.4,0.5,0.59,0.33,0.48,0.52
playerstage.csv,0.64,0.78,0.49,0.59,0.55,0.6,0.67,0.77,0.5,0.71
quarkplusplus.csv,0.5,0.63,0.48,0.72,0.5,0.78,0.82,0.47,0.67,0.79
rtrt-on-gpu.csv,0.83,0.69,0.77,0.64,0.74,0.69,0.9,0.8,0.88,0.7
superwaba.csv,0.62,0.53,0.46,0.45,0.46,0.51,0.56,0.35,0.59,0.47
