,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,0.99,0.91,1.0,0.82,0.83,0.96,0.96,0.96,0.77,0.7,0.49,0.98,1.0,0.21,1.0,0.92
chaosrts.csv,0.56,0.77,0.76,0.66,0.8,1.0,0.69,0.81,0.97,0.73,0.8,0.85,0.91,0.27,0.84,0.5,0.62
cortex-vfx.csv,0.53,0.5,0.57,0.54,0.54,0.6,0.45,0.75,0.81,0.66,0.68,0.7,0.51,0.64,0.68,0.54,0.66
fm-classic.csv,0.7,0.72,0.77,0.91,0.71,0.96,0.74,0.07,0.9,0.91,0.98,0.97,0.56,0.89,0.73,0.75,0.95
fritzing.csv,0.48,0.41,0.38,0.44,0.58,0.55,0.27,0.9,0.8,0.51,0.61,0.63,0.67,0.7,0.52,0.51,0.59
jlinalg.csv,0.26,0.71,0.96,0.7,0.85,0.71,0.76,0.72,0.96,0.76,0.72,0.88,0.89,0.62,0.91,0.97,0.75
loki-lib.csv,0.56,0.71,0.81,0.48,0.61,0.8,0.83,0.96,0.9,0.61,0.66,0.42,0.79,0.49,0.86,0.66,0.61
metacosm.csv,0.55,0.56,0.58,0.61,0.62,0.89,0.62,0.49,0.8,0.54,0.82,0.87,0.61,0.8,0.51,0.32,0.66
multitude.csv,0.93,0.68,0.65,0.76,0.58,0.48,0.55,0.52,0.72,0.85,0.46,0.59,0.84,0.76,0.52,0.87,0.73
ng4j.csv,0.51,0.58,0.65,0.5,0.56,0.55,0.31,0.64,0.88,0.46,0.55,0.49,0.68,0.69,0.49,0.78,0.36
phonon-vlc-mplayer.csv,0.4,0.56,0.39,0.43,0.5,0.5,0.28,0.65,0.9,0.42,0.6,0.61,0.54,0.7,0.41,0.53,0.54
playerstage.csv,0.56,0.46,0.55,0.35,0.54,0.43,0.29,0.79,0.9,0.47,0.62,0.61,0.94,0.59,0.38,0.87,0.45
qgis.csv,1.02,0.74,0.69,0.72,0.45,1.0,0.44,0.72,0.83,0.7,0.65,0.67,0.71,0.74,0.33,0.39,0.55
rsyslog.csv,0.39,0.96,0.57,0.85,0.48,0.4,0.7,1.0,0.88,0.85,0.67,0.59,1.0,0.79,0.84,0.68,0.68
rtrt-on-gpu.csv,0.85,0.77,0.8,0.88,0.83,0.9,1.02,1.07,0.25,0.93,0.78,0.84,0.89,0.93,0.88,0.86,0.81
superwaba.csv,0.75,0.39,0.48,0.54,0.55,0.5,0.74,0.81,0.74,0.44,0.56,0.55,0.6,0.79,0.77,0.54,0.57
unflobtactical.csv,1.04,0.97,0.9,0.48,0.58,0.51,0.29,0.9,0.95,0.41,0.55,0.58,0.81,0.65,0.51,0.76,0.71
