,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.05,0.0,0.0,0.05,0.04,0.01,0.15,0.05,0.0,0.06,0.03,0.02,0.06,0.4,0.02,0.0,0.04
botsnscouts.csv,0.26,0.91,0.33,0.29,0.59,0.42,0.98,0.92,0.22,0.75,0.31,0.1,0.48,0.64,0.61,0.48,0.45,0.0,0.15
bscwweasel.csv,0.44,0.01,0.48,0.19,0.29,0.25,0.38,0.31,0.19,0.24,0.08,0.6,0.95,0.27,0.22,0.45,0.3,0.0,0.07
bzbyte.csv,0.05,0.01,0.0,1.0,0.59,0.86,1.0,0.76,0.89,1.0,1.0,1.0,1.0,0.93,0.22,0.0,1.0,1.0,1.0
capcode.csv,0.68,0.01,0.71,0.23,0.53,0.75,0.29,0.28,0.52,0.46,0.69,0.52,0.77,0.74,0.44,0.7,0.65,1.0,0.28
emite.csv,0.22,0.4,0.05,0.16,0.06,0.28,0.27,0.27,0.26,0.06,0.77,0.17,0.29,0.02,0.17,0.39,0.22,0.0,0.06
fbmanager.csv,0.01,0.01,0.0,0.19,0.06,0.06,0.33,0.35,0.15,0.11,0.38,0.58,0.97,0.19,0.17,0.0,0.1,0.0,0.07
lcfizvtop.csv,0.26,0.01,0.29,0.19,0.35,0.25,0.44,0.38,0.26,0.44,0.62,0.27,0.32,0.27,0.56,0.66,0.32,0.0,0.13
mediaportal.csv,0.12,0.0,0.19,0.03,0.12,0.22,0.2,0.18,0.11,0.05,0.23,0.17,0.1,0.06,0.0,0.25,0.05,0.0,0.02
nodal.csv,0.67,0.0,0.43,0.39,0.82,0.45,0.64,0.27,0.3,0.21,0.23,0.71,0.55,0.61,0.06,0.77,0.15,0.0,0.09
paintown.csv,0.19,1.0,0.52,0.71,1.0,0.98,0.91,1.0,1.0,0.89,1.0,0.58,0.94,0.86,0.44,0.6,0.72,1.0,1.0
powerfolder.csv,0.18,0.75,0.1,0.39,0.53,0.52,0.49,0.58,0.07,0.27,0.15,0.25,0.24,0.09,0.33,0.21,0.08,0.0,0.37
retromenu.csv,0.0,0.15,0.14,0.13,0.12,0.19,0.24,0.31,0.3,0.08,0.15,0.1,0.0,0.07,0.28,0.22,0.25,0.0,0.0
smbopensoft.csv,0.88,0.19,0.81,0.26,0.59,0.55,0.8,0.32,0.74,0.21,1.0,0.44,0.87,0.74,0.72,0.87,0.65,1.0,0.15
sqlpower-library.csv,0.95,0.97,0.86,0.71,0.24,0.71,0.4,0.77,1.0,0.7,0.85,1.0,1.0,0.72,0.89,0.97,0.8,1.0,0.33
st-filteredstatistics.csv,0.34,1.0,0.81,0.71,0.88,0.58,0.91,0.86,0.37,0.95,0.23,0.6,0.45,0.93,0.78,0.74,0.68,1.0,0.94
triplea.csv,0.34,0.77,0.19,0.35,0.65,0.8,0.91,0.68,0.37,0.78,0.69,0.35,0.61,0.59,0.61,0.55,0.7,0.0,0.69
uface.csv,0.3,1.0,0.81,0.52,0.29,0.39,0.67,0.58,0.63,0.48,0.92,0.44,1.0,0.68,0.72,0.7,0.38,1.0,0.02
