,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.22,0.27,0.4,0.43,0.17,0.08,0.06,0.15,0.04,0.33,0.25,0.0,0.12,0.0,0.42,0.25,0.03
dynalloy.csv,0.28,0.3,0.0,0.22,0.38,0.25,0.66,0.39,0.3,0.23,0.19,0.08,0.27,0.26,0.36,0.09,0.33
enzo.csv,0.74,0.72,0.76,0.92,0.77,0.42,0.56,0.56,0.88,0.74,0.74,0.04,0.85,0.72,0.74,0.66,0.62
hydrogen.csv,0.09,0.12,0.09,0.2,0.02,0.05,0.03,0.0,0.17,0.15,0.3,0.0,0.0,0.09,0.12,0.06,0.2
jcae.csv,0.0,0.02,0.07,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.11
kmatplot.csv,0.32,0.0,0.18,0.14,0.26,0.05,0.4,0.14,0.15,0.18,0.21,0.24,0.3,0.35,0.4,0.09,0.22
lphant.csv,0.38,0.37,0.77,0.59,0.36,0.78,0.62,0.28,0.69,0.45,0.8,0.6,0.0,0.31,0.48,0.34,0.3
natpad.csv,0.31,0.26,0.6,0.57,0.26,0.2,0.22,0.46,0.5,0.39,0.61,0.6,0.45,0.09,0.41,0.16,0.0
nosleepsoftware.csv,0.1,0.16,0.21,0.37,0.0,0.0,0.1,0.02,0.31,0.23,0.4,0.0,0.0,0.11,0.35,0.19,0.22
ossbuild.csv,0.07,0.36,0.14,0.08,0.0,0.25,0.18,0.28,0.0,0.24,0.07,0.08,0.39,0.39,0.08,0.12,0.09
quarkplayer.csv,0.54,0.08,0.16,0.2,0.47,0.12,0.38,0.15,0.0,0.0,0.34,0.48,0.21,0.22,0.54,0.03,0.56
quickfast.csv,0.67,0.63,0.52,0.66,0.43,0.25,0.56,0.6,0.79,0.53,0.67,0.48,0.48,0.28,0.69,0.0,0.73
rezilla.csv,0.79,0.55,0.6,0.57,0.87,0.0,0.53,0.4,0.57,0.49,0.82,0.4,0.3,0.5,0.95,0.5,0.53
rhex.csv,0.0,0.08,0.14,0.38,0.04,0.0,0.12,0.02,0.01,0.04,0.18,0.0,0.06,0.13,0.15,0.03,0.12
rocrail.csv,0.02,0.11,0.12,0.08,0.09,0.02,0.03,0.07,0.11,0.04,0.18,0.0,0.0,0.0,0.0,0.0,0.05
virtuoso.csv,0.07,0.41,0.87,0.72,0.62,0.32,0.66,0.58,0.58,0.18,0.0,0.08,0.76,0.69,0.52,0.03,0.7
yield.csv,0.48,0.52,0.44,0.76,0.57,0.25,0.0,0.64,0.93,0.59,0.64,0.28,0.58,0.59,0.65,0.38,0.73
