,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.28,0.36,0.25,0.21,0.5,0.4,0.76,0.17,0.0,0.07,0.24,1.0,0.75,1.0,0.36,0.75,0.33
dynalloy.csv,0.21,0.24,1.0,0.15,0.18,0.33,0.52,0.17,0.18,0.1,0.25,0.92,0.4,0.5,0.33,0.7,0.56
enzo.csv,0.15,0.24,0.38,0.11,0.25,0.39,0.56,0.19,0.09,0.06,0.26,0.99,0.44,0.51,0.27,0.66,0.46
hydrogen.csv,0.42,0.46,0.38,0.2,0.67,0.0,0.75,1.0,0.03,0.0,0.33,1.0,1.0,0.67,0.57,0.86,0.59
jcae.csv,1.0,0.4,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.75,0.0,0.0,0.7
kmatplot.csv,0.16,1.0,0.3,0.08,0.37,0.0,0.41,0.3,0.08,0.0,0.43,0.88,0.17,0.46,0.2,0.86,0.6
lphant.csv,0.22,0.33,0.34,0.15,0.37,0.3,0.5,0.24,0.14,0.05,0.25,0.78,1.0,0.61,0.27,0.72,0.56
natpad.csv,0.17,0.3,0.35,0.15,0.33,0.43,0.67,0.19,0.13,0.05,0.25,0.73,0.38,0.78,0.34,0.82,1.0
nosleepsoftware.csv,0.27,0.38,0.17,0.19,1.0,1.0,0.42,0.78,0.04,0.03,0.3,1.0,1.0,0.74,0.36,0.8,0.65
ossbuild.csv,0.25,0.3,0.58,0.4,0.0,0.23,0.74,0.26,1.0,0.14,0.64,0.88,0.54,0.58,0.67,0.73,0.68
quarkplayer.csv,0.08,0.38,0.25,0.11,0.37,0.38,0.19,0.21,0.0,1.0,0.04,0.76,0.3,0.48,0.17,0.88,0.22
quickfast.csv,0.14,0.2,0.47,0.09,0.33,0.41,0.52,0.17,0.12,0.11,0.25,0.87,0.3,0.63,0.25,1.0,0.43
rezilla.csv,0.1,0.19,0.29,0.04,0.27,1.0,0.43,0.2,0.16,0.04,0.22,0.78,0.38,0.37,0.22,0.67,0.29
rhex.csv,1.0,0.38,0.38,0.14,0.75,0.0,0.56,0.67,0.0,0.12,0.19,1.0,0.67,0.59,0.5,0.88,0.58
rocrail.csv,0.5,0.48,0.45,0.4,0.2,0.67,0.82,0.5,0.14,0.14,0.36,1.0,1.0,1.0,1.0,1.0,0.81
virtuoso.csv,0.0,0.27,0.35,0.14,0.17,0.38,0.48,0.21,0.19,0.06,1.0,0.93,0.42,0.43,0.28,0.88,0.36
yield.csv,0.2,0.26,0.37,0.12,0.29,0.38,1.0,0.18,0.1,0.08,0.24,0.91,0.47,0.54,0.28,0.73,0.42
