,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.52,0.47,0.5,0.4,0.5,0.8,0.82,0.67,0.88,0.5,0.61,0.93,0.56,0.46,0.34,0.44,0.67
dynalloy.csv,0.69,0.62,0.71,0.95,0.55,0.73,0.48,0.62,0.94,0.8,0.97,0.79,0.6,0.75,0.53,0.9,0.65
enzo.csv,0.39,0.4,0.42,0.29,0.4,0.46,0.45,0.49,0.4,0.37,0.35,0.39,0.34,0.35,0.37,0.35,0.36
hydrogen.csv,0.83,0.71,0.92,0.7,0.67,0.5,0.88,0.8,0.79,0.91,0.41,0.88,0.5,0.93,0.57,0.71,0.44
jcae.csv,0.0,0.8,0.9,0.88,0.0,0.0,0.5,0.0,0.83,0.0,0.5,0.0,0.86,0.75,0.0,0.0,0.65
kmatplot.csv,0.71,0.96,0.96,0.92,0.79,0.5,0.78,0.95,0.97,0.93,0.51,0.69,0.92,0.77,0.75,0.55,0.51
lphant.csv,0.62,0.57,0.49,0.35,0.67,0.45,0.51,0.76,0.45,0.6,0.43,0.55,0.52,0.5,0.42,0.49,0.42
natpad.csv,0.6,0.64,0.51,0.38,0.78,0.79,0.56,0.68,0.48,0.52,0.41,0.66,0.46,0.7,0.46,0.5,0.56
nosleepsoftware.csv,0.91,0.66,0.91,0.44,0.75,0.0,0.92,0.89,0.5,0.61,0.38,0.67,0.0,0.57,0.5,0.4,0.38
ossbuild.csv,0.88,0.56,0.74,0.9,0.0,0.85,0.61,0.66,0.96,0.98,0.96,0.94,0.39,0.46,0.72,0.87,0.89
quarkplayer.csv,0.69,0.94,0.95,0.94,0.6,0.88,0.97,0.95,0.0,0.91,0.98,0.71,0.9,0.91,0.69,0.88,0.8
quickfast.csv,0.49,0.46,0.45,0.33,0.57,0.76,0.55,0.58,0.46,0.53,0.35,0.42,0.61,0.51,0.48,0.38,0.45
rezilla.csv,0.48,0.51,0.61,0.53,0.43,0.67,0.62,0.56,0.63,0.67,0.43,0.74,0.88,0.7,0.42,0.38,0.75
rhex.csv,0.91,0.94,0.95,0.51,0.88,0.0,0.94,0.83,0.5,0.88,0.84,0.91,0.83,0.94,0.54,0.88,0.74
rocrail.csv,0.75,0.7,0.9,0.9,0.8,0.67,0.91,0.71,0.96,0.86,0.67,0.89,0.67,0.67,0.74,0.9,0.75
virtuoso.csv,0.83,0.59,0.45,0.38,0.66,0.67,0.56,0.52,0.61,0.97,0.81,0.96,0.42,0.49,0.5,0.88,0.54
yield.csv,0.41,0.45,0.43,0.31,0.34,0.75,0.52,0.62,0.39,0.43,0.34,0.38,0.44,0.36,0.44,0.32,0.44
