,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,0.73,0.85,0.98,0.68,0.88,0.91,0.89,0.77,0.93,0.63
fulguro.csv,0.91,0.44,0.84,0.98,0.92,0.92,0.98,0.98,0.83,0.89
fw4spl.csv,0.67,0.99,0.75,0.74,0.94,0.67,0.98,0.78,0.79,0.63
google-web-toolkit.csv,0.54,0.85,0.68,0.54,0.55,0.88,0.97,0.51,0.46,0.66
jstock.csv,0.93,0.98,0.91,0.93,0.91,0.64,0.98,0.98,0.77,0.89
ldview.csv,0.57,0.29,0.68,0.67,0.5,0.67,0.61,0.56,0.81,0.61
nuttx.csv,0.35,0.28,0.61,0.41,0.41,0.52,0.46,0.41,0.33,0.49
utgb.csv,0.92,0.59,0.82,0.59,0.55,0.0,0.66,0.83,0.83,0.89
vdsf.csv,0.39,0.99,0.91,0.58,0.5,0.52,0.51,0.48,0.36,0.41
xbrlapi.csv,0.56,0.35,0.57,0.58,0.53,0.47,0.75,0.65,0.56,0.5
