,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.68,0.57,0.89,0.89,0.58,0.8,0.83,0.67,0.64,0.75,0.78,0.7,0.56,0.69,0.75,0.86,0.48,0.89,0.9,0.57
amygdala.csv,0.41,0.5,0.52,0.98,0.72,0.44,0.51,0.48,0.54,0.86,0.53,0.5,0.81,0.63,0.42,0.41,0.58,0.42,0.65,0.94
awemud.csv,0.44,0.4,0.44,0.79,0.43,0.62,0.43,0.4,0.54,0.8,0.39,0.47,0.53,0.43,0.36,0.56,0.42,0.64,0.61,0.49
bullet.csv,0.49,0.46,0.37,0.8,0.46,0.41,0.61,0.55,0.68,0.4,0.45,0.4,0.67,0.47,0.39,0.39,0.54,0.38,0.45,0.44
customwars.csv,0.88,0.53,0.66,0.79,0.94,0.58,0.88,0.5,1.0,0.5,0.93,0.92,0.52,0.9,0.51,0.65,0.65,0.89,0.89,0.44
dvd-create.csv,0.35,0.39,0.38,0.76,0.41,0.4,0.45,0.43,0.46,0.0,0.37,0.39,0.7,0.47,0.39,0.48,0.38,0.39,0.47,0.42
gbif-indexingtoolkit.csv,0.97,0.4,0.95,0.55,0.41,0.93,0.97,0.91,1.0,0.75,0.59,0.95,0.85,0.89,0.88,0.9,0.83,0.69,0.63,0.44
go.csv,0.42,0.45,0.53,0.74,0.45,0.38,0.48,0.42,0.59,0.75,0.42,0.48,0.83,0.41,0.32,0.5,0.42,0.53,0.56,0.51
growl-for-windows.csv,0.44,0.42,0.51,0.65,0.44,0.4,0.7,0.39,0.49,0.73,0.39,0.58,0.47,0.45,0.33,0.44,0.36,0.57,0.57,0.56
gss.csv,0.41,0.4,0.4,0.59,0.38,0.38,0.47,0.35,0.48,0.38,0.32,0.39,0.43,0.37,0.28,0.41,0.4,0.34,0.47,0.45
kwave.csv,0.95,0.54,0.94,0.83,0.77,0.93,0.94,0.9,0.79,0.83,0.83,0.89,0.53,0.95,0.75,0.71,0.75,0.73,0.81,0.68
libarchive.csv,0.36,0.47,0.48,0.76,0.47,0.41,0.45,0.48,0.47,0.48,0.45,0.47,0.45,0.39,0.33,0.53,0.43,0.68,0.52,0.55
linux-ntfs.csv,0.75,0.68,0.91,0.98,0.89,0.61,0.69,0.76,0.85,0.5,0.86,0.92,0.49,0.63,0.63,0.82,0.54,0.64,0.89,0.73
lsb.csv,0.45,0.5,0.5,0.59,0.58,0.37,0.71,0.42,0.61,0.0,0.44,0.5,0.47,0.42,0.32,0.45,0.8,0.4,0.56,0.54
mpgravity.csv,0.44,0.56,0.59,0.6,0.46,0.53,0.44,0.42,0.49,0.82,0.39,0.56,0.47,0.41,0.42,0.55,0.41,0.56,0.67,0.53
nativeclient.csv,0.44,0.47,0.53,0.62,0.55,0.39,0.44,0.41,0.51,0.64,0.42,0.48,0.44,0.45,0.34,0.5,0.33,0.37,0.57,0.52
qcad2.csv,0.62,0.4,0.82,0.79,0.4,0.66,0.62,0.42,0.62,0.52,0.52,0.67,0.51,0.45,0.47,0.42,0.41,0.57,0.64,0.44
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.44,0.44,0.87,0.83,0.42,0.63,0.56,0.52,0.56,0.0,0.42,0.58,0.58,0.43,0.41,0.71,0.38,0.62,0.68,0.68
xinity.csv,0.51,0.5,0.52,0.67,0.46,0.52,0.52,0.5,0.61,0.0,0.73,0.85,0.98,0.54,0.41,0.56,0.5,0.83,0.51,0.63
