,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.55,0.04,0.32,0.13,0.91,0.36
chaperon.csv,0.43,0.29,0.42,0.62,0.47,0.36
mule.csv,0.7,0.38,0.31,0.27,0.75,0.44
nunit.csv,0.56,0.55,0.29,0.14,0.39,0.48
springside.csv,0.7,0.62,0.29,0.11,0.52,0.51
swtfox.csv,0.45,0.51,0.68,0.09,0.31,0.32
