,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.5,0.68,0.5,0.68,0.97
encog-java.csv,0.87,0.16,0.56,0.13,0.43
h2database.csv,0.71,0.91,0.24,0.2,0.06
jaql.csv,0.71,0.69,0.55,0.96,0.52
raven-monitoring.csv,0.44,0.29,1.0,0.35,0.21
