,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.8,0.81,0.83,0.78,0.97
encog-java.csv,0.84,0.13,0.74,0.11,0.45
h2database.csv,0.86,0.89,0.2,0.17,0.05
jaql.csv,0.75,0.72,0.54,0.95,0.84
raven-monitoring.csv,0.41,0.26,1.0,0.31,0.18
