,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.17,0.14,0.43,0.34,0.91,0.37,0.28,0.3,0.4,0.51,0.46,0.52,0.56,0.54,0.23,0.17,0.67,0.5,0.28
autofac.csv,0.38,0.64,0.38,0.94,0.45,0.37,0.62,0.5,0.4,0.46,0.65,0.38,0.43,0.0,0.52,0.47,0.46,0.45,0.47
avisynth2.csv,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.06,0.0,1.0,0.01,0.0,0.15,0.0,0.01
dsworkbench.csv,0.55,0.3,1.0,0.35,0.59,0.57,0.51,0.59,0.4,0.62,0.47,0.4,0.74,0.36,0.46,0.62,0.43,0.58,0.47
exist.csv,0.12,0.65,0.32,0.39,0.21,0.37,0.51,0.49,0.18,0.98,0.51,0.45,0.06,0.37,0.47,0.33,0.07,0.34,0.42
forester-atv.csv,0.06,1.0,0.3,0.12,0.04,0.17,0.07,0.28,0.12,0.25,0.18,0.18,0.02,0.0,0.26,0.0,0.21,0.17,0.11
freelords.csv,0.0,0.36,0.67,0.59,0.37,1.0,0.63,0.35,0.52,0.55,0.53,0.64,0.59,0.73,0.55,0.56,0.7,0.47,0.66
gephex.csv,0.35,0.42,0.38,0.61,0.61,0.5,0.6,0.49,0.33,0.54,0.62,0.53,0.56,0.0,0.55,0.56,0.61,0.97,0.44
google-collections.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.24,0.0,0.0,0.0,0.17,0.0,0.0
java-gnome.csv,0.12,0.54,0.54,0.38,0.42,0.36,0.33,0.41,0.12,0.42,0.36,0.52,0.97,0.36,0.47,0.47,0.28,0.25,0.35
jpaul.csv,0.33,0.27,0.43,0.43,0.0,0.0,0.95,0.22,0.59,0.21,0.16,0.4,0.06,0.0,0.32,0.33,0.33,0.0,0.33
neodatis-odb.csv,0.33,0.68,0.53,0.44,0.34,0.3,0.38,0.96,0.58,0.31,0.64,0.43,0.29,0.0,0.49,0.58,0.52,0.41,0.38
octet.csv,0.0,0.62,0.41,0.49,0.37,0.42,0.14,0.42,0.38,0.69,0.53,0.32,0.83,0.0,0.5,1.0,0.48,0.36,0.52
personalaccess.csv,0.51,0.74,0.46,0.62,0.42,0.43,0.65,0.54,0.59,0.61,0.7,0.66,0.21,0.67,0.99,0.57,0.62,0.42,0.54
pokenetonline.csv,0.61,0.64,0.58,0.55,0.39,0.39,0.33,0.39,0.57,0.5,0.59,1.0,0.09,0.35,0.67,0.34,0.33,0.38,0.42
rcp-company-uibindings.csv,0.75,0.0,0.53,0.24,0.0,0.38,0.27,0.13,0.61,0.44,0.58,0.4,0.32,0.57,0.58,0.09,0.51,0.39,0.98
scenemonitor.csv,0.74,0.53,0.63,0.61,0.59,0.27,0.67,0.67,0.96,0.42,0.43,0.59,0.53,0.65,0.62,0.17,0.7,0.55,0.62
servicestack.csv,0.0,0.56,0.38,0.36,0.27,0.22,0.4,0.42,0.29,0.46,0.51,0.56,0.06,0.69,0.43,0.0,0.95,0.2,0.36
st-filteredstatistics.csv,0.44,0.55,0.53,0.55,0.62,0.45,0.49,0.55,0.63,0.5,0.98,0.49,0.54,0.64,0.57,0.6,0.51,0.56,0.57
