,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.24,0.13,0.54,0.35,0.94,0.46,0.27,0.26,0.45,0.54,0.56,0.6,0.67,0.11,0.31,0.13,0.56,0.57,0.39
autofac.csv,0.53,0.59,0.48,0.96,0.49,0.45,0.57,0.41,0.45,0.52,0.73,0.49,0.52,0.0,0.63,0.26,0.44,0.52,0.59
avisynth2.csv,0.02,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.1,0.0,1.0,0.02,0.0,0.18,0.0,0.02
dsworkbench.csv,0.72,0.29,1.0,0.36,0.61,0.68,0.37,0.51,0.34,0.66,0.57,0.47,0.82,0.06,0.58,0.24,0.29,0.64,0.62
exist.csv,0.18,0.57,0.41,0.49,0.29,0.47,0.48,0.39,0.25,0.98,0.6,0.55,0.1,0.08,0.58,0.15,0.11,0.41,0.54
forester-atv.csv,0.1,0.98,0.39,0.19,0.06,0.23,0.11,0.36,0.17,0.33,0.26,0.25,0.03,0.0,0.36,0.0,0.26,0.22,0.17
freelords.csv,0.86,0.31,0.87,0.62,0.61,1.0,0.46,0.36,0.56,0.66,0.77,0.8,0.74,0.13,0.82,0.22,0.5,0.66,0.77
gephex.csv,0.46,0.42,0.78,0.58,0.63,0.6,0.49,0.4,0.32,0.57,0.71,0.81,0.8,0.0,0.67,0.23,0.49,0.98,0.57
google-collections.csv,1.0,0.57,0.86,0.64,0.71,0.85,0.45,0.51,0.56,0.72,0.86,0.83,0.88,0.09,0.91,0.22,0.44,0.78,0.98
java-gnome.csv,0.18,0.47,0.64,0.41,0.45,0.44,0.31,0.36,0.16,0.47,0.46,0.61,0.98,0.06,0.58,0.27,0.28,0.33,0.46
jpaul.csv,0.43,0.3,0.53,0.5,0.0,0.0,0.97,0.23,0.63,0.28,0.23,0.48,0.1,0.0,0.42,0.22,0.29,0.0,0.44
neodatis-odb.csv,0.46,0.61,0.62,0.45,0.41,0.38,0.32,0.97,0.56,0.36,0.72,0.51,0.37,0.0,0.61,0.26,0.36,0.47,0.57
octet.csv,0.83,0.59,0.51,0.53,0.45,0.54,0.15,0.4,0.34,0.73,0.66,0.42,0.89,0.0,0.75,1.0,0.43,0.44,0.65
personalaccess.csv,0.62,0.65,0.55,0.6,0.48,0.53,0.52,0.44,0.51,0.64,0.78,0.79,0.29,0.17,1.0,0.24,0.56,0.48,0.66
pokenetonline.csv,0.72,0.56,0.71,0.56,0.44,0.5,0.29,0.36,0.52,0.53,0.7,1.0,0.12,0.05,0.84,0.4,0.33,0.44,0.54
rcp-company-uibindings.csv,0.91,0.57,0.86,0.62,0.67,0.84,0.47,0.5,0.6,0.67,0.86,0.81,0.61,0.11,0.87,0.19,0.39,0.74,1.0
scenemonitor.csv,0.91,0.59,0.83,0.66,0.61,0.8,0.51,0.55,0.97,0.63,0.78,0.77,0.87,0.12,0.81,0.22,0.5,0.63,0.82
servicestack.csv,0.48,0.49,0.47,0.43,0.35,0.29,0.44,0.39,0.36,0.5,0.6,0.65,0.1,0.2,0.54,0.0,0.97,0.26,0.48
st-filteredstatistics.csv,0.56,0.57,0.63,0.53,0.66,0.55,0.35,0.46,0.63,0.54,0.99,0.57,0.67,0.12,0.67,0.32,0.48,0.64,0.71
