,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.91,0.7,0.69,0.57,0.67,0.66,0.69,0.56,0.82,0.51,0.44,0.58,0.5,0.43,0.96,0.88,0.5,0.64,0.78
autofac.csv,0.47,0.37,0.52,0.56,0.79,0.58,0.44,0.42,0.64,0.53,0.37,0.55,0.78,0.78,0.41,0.44,0.8,0.61,0.49
avisynth2.csv,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.67,0.67,0.0,0.67,0.5,0.0,0.8,0.0,0.67
dsworkbench.csv,0.53,0.64,0.42,0.67,0.67,0.49,0.54,0.62,0.56,0.45,0.54,0.67,0.52,0.65,0.59,0.66,0.54,0.65,0.73
exist.csv,0.88,0.32,0.67,0.75,0.65,0.58,0.44,0.38,0.75,0.44,0.42,0.52,0.75,0.52,0.46,0.45,0.5,0.61,0.48
forester-atv.csv,0.75,0.56,0.62,0.67,0.8,0.94,0.0,0.92,0.67,0.97,0.86,0.91,0.67,0.8,0.82,0.0,0.83,0.94,0.96
freelords.csv,0.34,0.56,0.4,0.35,0.48,0.43,0.41,0.41,0.34,0.39,0.29,0.35,0.39,0.4,0.44,0.45,0.4,0.39,0.4
gephex.csv,0.71,0.55,0.42,0.42,0.55,0.54,0.46,0.42,0.72,0.46,0.38,0.35,0.36,0.55,0.49,0.54,0.42,0.49,0.51
google-collections.csv,0.39,0.35,0.36,0.32,0.44,0.38,0.45,0.4,0.31,0.34,0.29,0.33,0.38,0.4,0.38,0.45,0.43,0.35,0.39
java-gnome.csv,0.88,0.42,0.53,0.6,0.59,0.53,0.67,0.54,0.8,0.54,0.69,0.54,0.44,0.45,0.51,0.53,0.75,0.95,0.6
jpaul.csv,0.59,0.79,0.52,0.6,0.0,0.0,0.62,0.92,0.53,0.91,0.8,0.58,0.83,0.67,0.74,0.82,0.82,0.0,0.74
neodatis-odb.csv,0.84,0.43,0.5,0.67,0.96,0.82,0.9,0.77,0.58,0.74,0.4,0.65,0.89,0.8,0.56,0.62,0.73,0.65,0.69
octet.csv,0.5,0.38,0.69,0.55,0.96,0.64,0.9,0.46,0.57,0.42,0.42,0.71,0.47,0.79,0.48,0.86,0.47,0.68,0.57
personalaccess.csv,0.44,0.38,0.46,0.42,0.55,0.49,0.44,0.43,0.45,0.46,0.39,0.35,0.77,0.52,0.39,0.44,0.47,0.47,0.44
pokenetonline.csv,0.4,0.31,0.44,0.44,0.71,0.53,0.53,0.54,0.45,0.47,0.34,0.38,0.88,0.5,0.37,0.67,0.62,0.57,0.47
rcp-company-uibindings.csv,0.35,0.35,0.38,0.33,0.45,0.38,0.44,0.4,0.3,0.36,0.28,0.33,0.47,0.42,0.36,0.46,0.41,0.33,0.4
scenemonitor.csv,0.35,0.36,0.39,0.38,0.52,0.41,0.43,0.48,0.53,0.38,0.3,0.37,0.39,0.4,0.36,0.46,0.51,0.41,0.49
servicestack.csv,0.82,0.46,0.64,0.77,0.76,0.74,0.8,0.6,0.88,0.58,0.46,0.47,0.83,0.71,0.62,0.83,0.75,0.83,0.63
st-filteredstatistics.csv,0.48,0.33,0.48,0.48,0.5,0.61,0.5,0.5,0.5,0.44,0.32,0.53,0.43,0.48,0.45,0.5,0.62,0.4,0.38
