,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,1.0,0.15,0.69,0.39,0.98,0.86,0.31,0.24,0.64,0.57,0.72,0.72,0.86,0.06,0.88,0.12,0.5,0.75,1.0
autofac.csv,0.97,0.45,0.81,1.0,0.6,0.72,0.56,0.36,0.64,0.67,0.89,0.91,0.81,0.0,0.94,0.19,0.47,0.71,0.99
avisynth2.csv,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.4,0.0,1.0
dsworkbench.csv,0.98,0.32,1.0,0.43,0.58,0.75,0.27,0.44,0.3,0.62,0.75,0.67,0.9,0.03,0.84,0.14,0.21,0.7,0.96
exist.csv,1.0,0.45,0.78,0.83,0.65,0.84,0.5,0.33,0.75,0.97,0.79,0.89,0.75,0.05,0.9,0.1,0.5,0.68,0.99
forester-atv.csv,1.0,0.96,0.81,1.0,0.4,0.65,1.0,0.69,0.67,0.71,0.86,0.82,0.33,0.0,0.96,0.0,0.5,0.56,0.96
freelords.csv,0.97,0.28,0.81,0.5,0.52,1.0,0.33,0.26,0.41,0.58,0.76,0.75,0.8,0.07,0.84,0.14,0.37,0.61,0.99
gephex.csv,1.0,0.45,0.75,0.53,0.64,0.88,0.42,0.32,0.33,0.61,0.83,0.73,0.79,0.0,0.87,0.14,0.42,0.99,1.0
google-collections.csv,1.0,0.39,0.76,0.47,0.56,0.74,0.29,0.35,0.38,0.57,0.75,0.71,0.79,0.05,0.83,0.12,0.28,0.63,0.96
java-gnome.csv,1.0,0.42,0.79,0.5,0.52,0.68,0.33,0.34,0.4,0.61,0.92,0.77,1.0,0.03,0.95,0.2,0.33,0.71,0.99
jpaul.csv,1.0,0.43,0.72,0.73,0.0,0.0,1.0,0.29,0.73,0.62,1.0,0.71,0.5,0.0,0.89,0.18,0.29,0.0,1.0
neodatis-odb.csv,0.96,0.47,0.83,0.5,0.64,0.64,0.29,1.0,0.58,0.57,0.83,0.71,0.78,0.0,0.84,0.17,0.27,0.65,0.93
octet.csv,0.97,0.44,0.69,0.65,0.79,0.65,0.2,0.29,0.33,0.65,0.74,0.81,0.94,0.0,0.82,1.0,0.28,0.68,0.98
personalaccess.csv,1.0,0.54,0.81,0.58,0.71,0.79,0.36,0.34,0.42,0.7,0.85,0.76,0.77,0.1,1.0,0.15,0.53,0.62,0.98
pokenetonline.csv,1.0,0.44,0.77,0.6,0.6,0.82,0.29,0.37,0.5,0.55,0.78,1.0,0.5,0.03,0.87,0.67,0.38,0.6,0.99
rcp-company-uibindings.csv,0.99,0.39,0.79,0.47,0.53,0.75,0.31,0.34,0.44,0.56,0.79,0.72,0.69,0.06,0.85,0.11,0.27,0.64,1.0
scenemonitor.csv,0.99,0.43,0.8,0.52,0.61,0.73,0.36,0.41,1.0,0.54,0.74,0.73,0.81,0.06,0.85,0.12,0.37,0.63,0.97
servicestack.csv,0.93,0.43,0.77,0.69,0.67,0.65,0.6,0.4,0.62,0.58,0.79,0.86,0.5,0.12,0.82,0.0,1.0,0.52,0.97
st-filteredstatistics.csv,1.0,0.43,0.79,0.52,0.59,0.71,0.26,0.4,0.67,0.54,1.0,0.79,0.77,0.07,0.9,0.22,0.5,0.64,0.97
