,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.03,0.8,0.42,0.91,0.29,0.43,0.61,0.76,0.46,0.35,0.09,0.54,0.44,0.33
encog-cs.csv,0.02,0.63,0.35,0.86,0.36,0.39,0.85,0.89,0.6,0.21,0.05,0.51,0.75,0.59
extprosys.csv,0.03,0.87,0.53,0.93,0.41,0.44,0.51,0.76,0.5,0.32,0.07,0.44,0.42,0.44
intact.csv,0.03,0.8,0.34,0.65,0.44,0.56,0.33,0.58,0.56,0.32,0.08,0.26,0.37,0.29
japano.csv,0.0,0.91,0.46,0.85,0.4,0.45,0.85,0.82,0.51,0.29,0.04,0.51,0.69,0.54
lockss.csv,0.07,0.55,0.31,0.19,0.31,0.15,0.41,0.49,0.25,0.43,0.12,0.26,0.05,0.3
officefloor.csv,0.05,0.34,0.29,0.63,0.33,0.42,0.05,0.56,0.38,0.2,0.12,0.08,0.05,0.34
opennms.csv,0.04,0.46,0.13,0.21,0.59,0.21,0.72,0.15,0.35,0.35,0.07,0.45,0.13,0.0
primefaces.csv,0.03,0.76,0.44,0.8,0.4,0.43,0.76,0.87,0.53,0.33,0.05,0.45,0.82,0.6
rohxel.csv,0.03,0.49,0.43,0.44,0.22,0.37,0.83,0.52,0.29,0.28,0.04,0.32,0.64,0.1
roolo.csv,0.0,0.75,0.45,0.82,0.45,0.41,0.46,0.54,0.4,0.27,0.05,0.68,0.71,0.54
sevenupdate.csv,0.02,0.85,0.44,0.94,0.38,0.45,0.86,0.97,0.51,0.25,0.05,0.52,0.74,0.55
web-cat.csv,0.02,0.59,0.42,0.88,0.38,0.46,0.8,0.77,0.51,0.32,0.06,0.42,0.59,0.74
