,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,98.5,96.5,197.5,196.5,195.5,192.0,93.5,581.0,294.0,197.5,19716.5,99.0,99.0,187.0
encog-cs.csv,98.5,99.0,99.0,197.5,295.0,290.5,96.5,582.5,391.0,256.5,52480.5,99.0,99.0,94.5
extprosys.csv,98.5,96.5,198.0,197.5,295.0,192.0,93.5,680.0,392.5,296.5,35534.5,98.5,99.0,192.0
intact.csv,98.5,99.0,95.5,197.5,195.5,286.5,93.5,290.5,490.0,296.5,30646.0,88.5,169.0,192.0
japano.csv,4263.0,99.0,99.0,196.5,295.0,194.0,96.5,289.5,490.0,296.5,52526.0,99.0,99.0,279.5
lockss.csv,98.5,93.5,96.5,77.5,90.5,410.0,78.5,287.5,96.5,363.0,11218.0,180.0,76.5,94.5
officefloor.csv,98.5,59.5,190.5,197.5,96.5,290.5,62.5,384.0,292.5,917.5,13852.5,197.0,74.5,192.0
opennms.csv,98.5,93.5,89.5,94.5,95.5,94.5,96.5,93.5,381.0,98.5,4558.5,98.5,78.5,0.0
primefaces.csv,98.5,93.5,198.0,196.5,196.5,290.5,96.5,583.5,391.5,679.0,53275.5,99.0,99.0,192.0
rohxel.csv,98.5,79.5,198.0,95.5,92.5,286.5,96.5,191.0,184.0,313.0,15418.5,88.5,98.5,48.5
roolo.csv,3486.5,79.5,198.0,197.5,295.0,290.5,93.5,388.5,195.0,296.5,48791.5,99.0,98.5,279.5
sevenupdate.csv,98.5,99.0,198.0,197.5,196.0,290.5,96.5,680.0,490.0,1428.0,53520.0,99.0,99.0,192.0
web-cat.csv,98.5,99.0,99.0,98.5,295.0,290.5,96.5,679.0,490.0,296.5,43411.0,99.0,99.0,94.5
