,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.61,0.73,0.62,0.18,0.79,0.61,0.63,0.95,0.79,0.88,0.49,0.72,0.71,0.84
encog-cs.csv,0.98,0.97,0.71,1.01,0.95,0.88,0.91,0.9,0.46,0.81,0.95,0.87,1.0,0.72
extprosys.csv,0.68,1.01,0.48,0.72,0.99,0.75,0.77,0.95,0.95,1.0,0.67,0.79,0.79,0.77
intact.csv,0.61,1.03,0.76,0.65,0.66,0.44,0.8,0.73,0.6,0.98,0.57,0.83,0.85,0.8
japano.csv,1.27,1.0,0.73,0.94,0.76,0.77,1.0,0.36,0.95,0.84,0.96,0.9,0.97,0.67
lockss.csv,0.24,0.63,0.79,0.89,0.74,0.91,0.74,0.8,0.85,0.47,0.45,0.82,0.97,0.8
officefloor.csv,0.38,0.8,0.77,0.6,0.73,0.63,0.97,0.89,0.71,0.81,0.45,0.95,0.98,0.87
opennms.csv,0.49,0.95,0.92,0.89,0.39,0.87,0.53,0.92,0.75,0.63,0.78,0.63,0.93,1.0
primefaces.csv,0.71,0.9,1.0,0.58,0.78,0.85,0.77,0.91,0.97,0.87,0.99,0.9,0.31,0.74
rohxel.csv,0.54,0.67,0.74,0.72,0.83,0.69,0.36,0.66,0.82,0.78,0.8,0.77,0.8,0.95
roolo.csv,1.23,0.75,0.83,0.75,0.84,0.84,0.76,0.83,0.77,0.81,0.91,0.35,0.86,0.74
sevenupdate.csv,0.99,0.27,1.0,1.0,0.94,1.0,1.0,1.0,0.94,0.74,0.99,1.0,1.0,1.0
web-cat.csv,0.81,0.6,0.94,0.87,0.88,0.78,0.92,0.95,0.95,0.81,0.81,0.86,0.7,0.31
