,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.67,0.78,0.37,0.94,0.0,0.78,0.71,0.36,0.71,0.0
critterding.csv,0.44,0.66,0.3,0.57,0.18,0.79,0.32,0.43,0.8,0.61
enlightenment.csv,0.54,0.45,0.25,0.73,0.19,0.75,0.28,0.62,0.7,0.53
exordium.csv,1.0,0.62,0.61,1.0,0.21,0.92,0.0,0.76,0.83,0.86
google-caja.csv,0.45,0.5,0.31,0.72,0.21,0.9,0.52,0.42,0.82,0.77
itext.csv,0.47,0.57,0.32,0.75,0.26,0.74,0.45,0.44,0.9,0.81
lockss.csv,0.57,0.78,0.72,0.81,0.29,0.87,0.75,0.79,0.67,0.73
modplug.csv,0.4,0.49,0.34,0.61,0.21,0.8,0.35,0.42,0.89,0.74
reactos-mirror.csv,0.62,0.6,0.29,0.79,0.27,0.83,0.28,0.69,0.8,0.63
yafdotnet.csv,0.41,0.46,0.38,0.75,0.19,0.78,0.62,0.67,0.89,0.79
