,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.48,0.63,0.68,0.11,0.24,0.09,0.78,0.3,0.13,0.04,0.56
avisynth2.csv,0.33,0.0,0.05,0.19,0.17,0.75,0.0,0.0,0.0,0.0,0.0
coot.csv,0.04,0.41,0.62,0.46,0.5,0.0,0.57,0.57,0.06,0.73,0.46
dsworkbench.csv,0.84,0.21,0.18,0.18,0.29,0.0,0.31,0.15,0.09,0.12,0.14
freelords.csv,0.86,0.61,0.7,0.58,0.58,0.1,0.74,0.69,0.14,0.66,0.48
gephex.csv,0.86,0.66,0.77,0.42,0.48,0.0,0.75,0.64,0.09,0.68,0.53
jas.csv,0.25,0.54,0.54,0.34,0.24,0.24,0.44,0.64,0.5,0.42,0.31
jpaul.csv,0.81,0.06,0.27,0.71,0.42,0.11,0.03,0.24,0.19,0.05,0.06
ngl.csv,0.84,0.64,0.72,0.43,0.51,0.15,0.67,0.65,0.14,0.73,0.49
scenemonitor.csv,0.78,0.54,0.54,0.61,0.75,0.0,0.5,0.61,0.09,0.29,0.1
synecdoche.csv,0.71,0.44,0.81,0.41,0.45,0.0,0.56,0.3,0.04,0.56,0.66
