,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,0.35,0.31,0.42,0.41,0.37,0.33,0.0,0.78,0.41,0.53
clamav.csv,0.35,0.38,0.38,0.41,0.34,0.43,0.67,0.43,0.35,0.41
dvd-create.csv,0.46,0.28,0.43,0.49,0.43,0.36,0.0,0.36,0.39,0.52
gbif-indexingtoolkit.csv,0.39,0.75,0.75,0.67,0.0,0.54,0.0,0.65,0.88,0.9
go.csv,0.43,0.28,0.45,0.52,0.6,0.36,0.0,0.69,0.36,0.54
kwave.csv,0.44,0.33,0.39,0.79,0.41,0.33,0.75,0.56,0.44,0.45
libarchive.csv,0.37,0.35,0.4,0.41,0.4,0.36,0.38,0.47,0.37,0.46
liferea.csv,0.39,0.44,0.43,0.45,0.43,0.41,0.71,0.67,0.42,0.51
linux-ntfs.csv,0.42,0.57,0.44,0.42,0.37,0.41,0.42,0.41,0.43,0.45
mpgravity.csv,0.41,0.32,0.44,0.47,0.44,0.39,0.59,0.41,0.35,0.45
