,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,ondex.csv
abbot.csv,3.0,0.0,69.0,69.0,19.0,0.0,0.0,1.0,3.0,1.0
haphazard.csv,3.0,9.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,15.0
jicarilla.csv,0.0,150.0,2.0,281.0,125.0,49.0,1.0,0.0,64.0,195.0
ondex.csv,0.0,1.0,69.0,16.0,2.0,0.0,63.0,0.0,0.0,0.0
optalgtoolkit.csv,1.0,4.0,1.0,39.0,5.0,0.0,0.0,1.0,0.0,0.0
ossim.csv,1.0,0.0,1.0,3.0,125.0,0.0,0.0,0.0,5.0,8.0
projectts.csv,2.0,1.0,5.0,26.0,9.0,1.0,0.0,0.0,6.0,5.0
sabbu.csv,2.0,2.0,2.0,36.0,13.0,49.0,2.0,1.0,0.0,2.0
vxl.csv,6.0,0.0,3.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0
zact.csv,4.0,7.0,1.0,49.0,2.0,49.0,1.0,1.0,0.0,0.0
